time,pos_1,pos_2,pos_3,pos_4,pos_5,pos_6,pos_7,pos_8,pos_9,vel_1,vel_2,vel_3,vel_4,vel_5,vel_6,vel_7,vel_8,vel_9,acc_1,acc_2,acc_3,acc_4,acc_5,acc_6,acc_7,acc_8,acc_9,tau_1,tau_2,tau_3,tau_4,tau_5,tau_6,tau_7,tau_8,tau_9,tau_cmd_1,tau_cmd_2,tau_cmd_3,tau_cmd_4,tau_cmd_5,tau_cmd_6,tau_cmd_7,tau_cmd_8,tau_cmd_9,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8
4.66,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033146,0.1154,-0.1789,-1.0659e-05,-0.0373,-1.1712e-06,-0.024822,0.00033078,4.4935e-05,-1.8626e-06,1.1921e-05,0.0001058,5.0159e-07,1.4901e-06,-2.1508e-06,-4.8988e-05,1.3388e-07,-1.8263e-07,-0.1586,14.591,-14.024,-87.0,2.3648,12.0,0.13353,0.14231,-0.0044937,-0.1586,14.591,-14.024,-140.95,2.3648,62.735,0.13353,0.14231,-0.0044937,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1826,0.7471
4.68,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033146,0.1154,-0.1789,-1.0645e-05,-0.037301,-1.1542e-06,-0.024817,0.00033079,4.4926e-05,-1.1176e-05,3.4273e-05,0.0001058,4.5657e-07,-1.4901e-06,6.6648e-07,-8.8103e-05,1.3388e-06,-1.2024e-06,-0.15861,14.591,-14.024,-87.0,2.3648,12.0,0.13353,0.14231,-0.0044938,-0.15861,14.591,-14.024,-140.95,2.3648,62.735,0.13353,0.14231,-0.0044938,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1826,0.7471
4.7,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033146,0.1154,-0.1789,-1.0636e-05,-0.037302,-1.1617e-06,-0.024819,0.00033076,4.4939e-05,-2.2352e-06,-1.7881e-05,0.0,1.0708e-06,-4.0978e-05,-2.3283e-07,-0.00010021,-2.0838e-06,4.8894e-07,-0.15862,14.591,-14.024,-87.0,2.3648,12.0,0.13353,0.14231,-0.0044934,-0.15862,14.591,-14.024,-140.95,2.3648,62.735,0.13353,0.14231,-0.0044934,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1826,0.7471
4.72,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033145,0.1154,-0.1789,-1.0634e-05,-0.037301,-1.1466e-06,-0.024822,0.00033077,4.4931e-05,-3.1292e-05,-9.6858e-06,1.4901e-06,-9.1359e-07,9.9093e-05,5.2096e-07,-1.8626e-06,-1.1438e-06,-2.7248e-07,-0.15865,14.591,-14.024,-87.0,2.3648,12.0,0.13353,0.14231,-0.0044934,-0.15865,14.591,-14.024,-140.95,2.3648,62.735,0.13353,0.14231,-0.0044934,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1827,0.7471
4.74,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033145,0.1154,-0.1789,-1.0641e-05,-0.0373,-1.1519e-06,-0.024824,0.00033078,4.4931e-05,-2.8685e-05,-7.4506e-07,-5.0664e-05,-1.5812e-06,-9.6858e-06,7.1886e-07,-1.1176e-05,9.0222e-07,6.6211e-08,-0.15865,14.591,-14.024,-87.0,2.3648,12.0,0.13353,0.14231,-0.004493,-0.15865,14.591,-14.024,-140.95,2.3648,62.735,0.13353,0.14231,-0.004493,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1827,0.7471
4.76,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033144,0.1154,-0.1789,-1.0631e-05,-0.037297,-1.1838e-06,-0.024827,0.00033078,4.493e-05,-1.4901e-06,-2.5332e-05,-6.1095e-05,-1.5561e-06,4.0978e-06,-2.7765e-06,0.00014678,-3.4925e-08,2.532e-07,-0.15863,14.591,-14.024,-87.0,2.3648,12.0,0.13353,0.14231,-0.0044927,-0.15863,14.591,-14.024,-140.95,2.3648,62.735,0.13353,0.14231,-0.0044927,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1827,0.7471
4.78,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033144,0.1154,-0.1789,-1.0646e-05,-0.037299,-1.1657e-06,-0.024827,0.00033078,4.4916e-05,2.6077e-06,-2.0862e-05,-8.0466e-05,-3.2715e-07,-0.0001315,-1.2777e-06,0.00015125,-4.0163e-07,-1.5352e-07,-0.15863,14.591,-14.024,-87.0,2.3648,12.0,0.13353,0.14231,-0.0044918,-0.15863,14.591,-14.024,-140.95,2.3648,62.735,0.13353,0.14231,-0.0044918,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1827,0.7471
4.8,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033144,0.1154,-0.1789,-1.0645e-05,-0.037298,-1.1597e-06,-0.024825,0.00033078,4.4921e-05,1.8626e-06,1.1176e-05,1.3411e-05,-9.8917e-07,-3.4645e-05,4.1036e-07,6.7055e-05,1.3795e-06,-1.5272e-06,-0.15861,14.591,-14.024,-87.0,2.3648,12.0,0.13353,0.14231,-0.0044937,-0.15861,14.591,-14.024,-140.95,2.3648,62.735,0.13353,0.14231,-0.0044937,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1827,0.7471
4.82,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033145,0.1154,-0.1789,-1.0641e-05,-0.037299,-1.1604e-06,-0.024823,0.00033077,4.4927e-05,3.6135e-05,-4.4703e-06,1.7881e-05,1.1971e-06,5.9605e-05,1.2224e-07,1.1176e-06,-1.4377e-06,-3.9545e-07,-0.15859,14.591,-14.024,-87.0,2.3648,12.0,0.13353,0.14231,-0.0044931,-0.15859,14.591,-14.024,-140.95,2.3648,62.735,0.13353,0.14231,-0.0044931,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1827,0.7471
4.84,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033145,0.1154,-0.1789,-1.0635e-05,-0.037299,-1.1603e-06,-0.024823,0.00033078,4.4939e-05,1.0058e-05,2.7567e-05,7.0035e-05,3.5061e-07,2.8685e-05,3.085e-07,1.8626e-07,-3.7253e-07,2.7394e-07,-0.1586,14.591,-14.024,-87.0,2.3648,12.0,0.13353,0.14231,-0.0044936,-0.1586,14.591,-14.024,-140.95,2.3648,62.735,0.13353,0.14231,-0.0044936,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1827,0.7471
4.86,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033145,0.1154,-0.1789,-1.0631e-05,-0.037301,-1.1504e-06,-0.02482,0.00033078,4.4927e-05,-2.0489e-05,3.9488e-05,0.00012964,2.2229e-06,1.0431e-05,1.4174e-06,-9.4622e-05,7.276e-08,9.3642e-07,-0.15861,14.591,-14.024,-87.0,2.3648,12.0,0.13353,0.14231,-0.0044917,-0.15861,14.591,-14.024,-140.95,2.3648,62.735,0.13353,0.14231,-0.0044917,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1826,0.7471
4.88,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033145,0.1154,-0.1789,-1.0624e-05,-0.037305,-1.1701e-06,-0.02482,0.00033077,4.4926e-05,-1.1176e-05,1.6391e-05,4.4703e-06,3.635e-06,3.5018e-05,-2.8173e-06,-0.00011809,-7.5961e-07,-6.2137e-07,-0.15863,14.591,-14.024,-87.0,2.3648,12.0,0.13353,0.14231,-0.0044933,-0.15863,14.591,-14.024,-140.95,2.3648,62.735,0.13353,0.14231,-0.0044933,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1827,0.7471
4.9,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033145,0.1154,-0.1789,-1.0631e-05,-0.037302,-1.1641e-06,-0.024823,0.00033077,4.4917e-05,-1.6391e-05,-2.2352e-06,1.4901e-06,1.4974e-06,7.8604e-05,9.4587e-07,3.7253e-06,1.4552e-07,-2.5266e-06,-0.15863,14.591,-14.024,-87.0,2.3648,12.0,0.13353,0.14231,-0.0044942,-0.15863,14.591,-14.024,-140.95,2.3648,62.735,0.13353,0.14231,-0.0044942,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1827,0.7471
4.92,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033145,0.1154,-0.1789,-1.0626e-05,-0.037301,-1.1699e-06,-0.024825,0.00033077,4.4922e-05,8.9407e-06,-1.7136e-05,-7.0035e-05,-1.7232e-06,-2.6077e-05,-2.7649e-07,5.0478e-05,1.5425e-07,-7.0904e-07,-0.15862,14.591,-14.024,-87.0,2.3648,12.0,0.13353,0.14231,-0.0044929,-0.15862,14.591,-14.024,-140.95,2.3648,62.735,0.13353,0.14231,-0.0044929,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1827,0.7471
4.94,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033145,0.1154,-0.1789,-1.0656e-05,-0.037301,-1.1556e-06,-0.024826,0.00033078,4.4923e-05,2.8685e-05,-1.4901e-05,-9.8348e-05,-2.1982e-06,-2.2352e-06,7.276e-08,5.5507e-05,5.8499e-07,3.4233e-07,-0.15861,14.591,-14.024,-87.0,2.3648,12.0,0.13353,0.14231,-0.004492,-0.15861,14.591,-14.024,-140.95,2.3648,62.735,0.13353,0.14231,-0.004492,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1827,0.7471
4.96,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033146,0.1154,-0.17891,-1.0631e-05,-0.037298,-1.1555e-06,-0.024825,0.00033077,4.4935e-05,3.092e-05,1.4901e-06,-1.3411e-05,-1.0647e-06,5.2899e-05,7.1886e-07,5.6438e-05,-8.6438e-07,1.7761e-06,-0.1586,14.591,-14.024,-87.0,2.3648,12.0,0.13353,0.14231,-0.0044917,-0.1586,14.591,-14.024,-140.95,2.3648,62.735,0.13353,0.14231,-0.0044917,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1827,0.7471
4.98,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033146,0.1154,-0.1789,-1.0638e-05,-0.037296,-1.1726e-06,-0.024824,0.00033077,4.4927e-05,1.4529e-05,1.1176e-05,1.0431e-05,3.2542e-07,-5.3644e-05,-1.8859e-06,6.1281e-05,-5.1514e-07,1.1543e-06,-0.1586,14.591,-14.024,-87.0,2.3648,12.0,0.13353,0.14231,-0.0044916,-0.1586,14.591,-14.024,-140.95,2.3648,62.735,0.13353,0.14231,-0.0044916,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1826,0.7471
5.0,-0.9407,-1.1996,1.9135,-3.0718,0.7704,3.7525,-0.3508,0.0399,0.04,0.033146,0.1154,-0.1789,-1.0637e-05,-0.037298,-1.163e-06,-0.024819,0.00033079,4.4936e-05,-3.241e-05,9.6858e-06,0.00010431,-1.4545e-06,2.5705e-05,7.7125e-07,-0.00010822,1.2311e-06,2.0143e-06,-0.15862,14.591,-14.024,-87.0,2.3648,12.0,0.13353,0.14231,-0.0044916,-0.15862,14.591,-14.024,-140.95,2.3648,62.735,0.13353,0.14231,-0.0044916,-1.8821,-0.8849,3.4585,-4.0473,1.5961,2.9994,-2.1827,0.7471
5.02,0.0,-0.569,0.0,-2.81,0.0,3.037,0.741,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-75.2855,-35.3977,87.0,-87.0,12.0,12.0,-12.0,0.0,0.0,-75.2855,-35.3977,138.3416,-161.8916,63.8443,119.9743,-87.306,0.0,0.0,,,,,,,,
