Timestep,joint_pos_J1,joint_pos_J2,joint_pos_J3,joint_pos_J4,joint_pos_J5,joint_pos_J6,joint_pos_J7,joint_pos_J8,joint_pos_J9,joint_vel_J1,joint_vel_J2,joint_vel_J3,joint_vel_J4,joint_vel_J5,joint_vel_J6,joint_vel_J7,joint_vel_J8,joint_vel_J9,joint_acc_J1,joint_acc_J2,joint_acc_J3,joint_acc_J4,joint_acc_J5,joint_acc_J6,joint_acc_J7,joint_acc_J8,joint_acc_J9,joint_applied_torque_J1,joint_applied_torque_J2,joint_applied_torque_J3,joint_applied_torque_J4,joint_applied_torque_J5,joint_applied_torque_J6,joint_applied_torque_J7,joint_applied_torque_J8,joint_applied_torque_J9,joint_computed_torque_J1,joint_computed_torque_J2,joint_computed_torque_J3,joint_computed_torque_J4,joint_computed_torque_J5,joint_computed_torque_J6,joint_computed_torque_J7,joint_computed_torque_J8,joint_computed_torque_J9,joint_effort_limits_J1,joint_effort_limits_J2,joint_effort_limits_J3,joint_effort_limits_J4,joint_effort_limits_J5,joint_effort_limits_J6,joint_effort_limits_J7,joint_effort_limits_J8,joint_effort_limits_J9,joint_effort_target_J1,joint_effort_target_J2,joint_effort_target_J3,joint_effort_target_J4,joint_effort_target_J5,joint_effort_target_J6,joint_effort_target_J7,joint_effort_target_J8,joint_effort_target_J9
229,-0.000096,-1.762805,1.584876,-2.481016,-0.462325,1.498393,-2.865274,0.040000,0.039918,-0.024679,0.000040,-0.139313,-0.022062,-0.050244,0.088385,-0.012370,0.000002,0.000248,0.005998,-0.000007,0.029728,0.051315,0.030415,-0.024501,0.119625,0.000005,0.000051,0.058085,-48.000000,-22.023134,-3.060487,-1.520331,-1.019926,0.018828,-0.000203,0.139242,0.058085,-240.137970,-22.023134,-3.060487,-1.520331,-1.019926,0.018828,-0.000203,0.139242,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
230,-0.000449,-1.762805,1.584998,-2.481010,-0.462344,1.498447,-2.865357,0.040000,0.039918,-0.024380,0.000040,-0.138830,-0.021079,-0.049803,0.088179,-0.010436,0.000002,0.000248,0.021872,0.000001,0.021890,0.045110,0.024908,-0.021456,0.075426,0.000007,0.000040,0.076047,-48.000000,-22.031275,-3.058774,-1.520949,-1.020859,0.018649,-0.000216,0.139257,0.076047,-240.126984,-22.031275,-3.058774,-1.520949,-1.020859,0.018649,-0.000216,0.139257,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
231,-0.000792,-1.762805,1.585128,-2.480987,-0.462353,1.498496,-2.865396,0.040000,0.039918,-0.023796,0.000040,-0.138497,-0.020215,-0.049385,0.087951,-0.008628,0.000002,0.000248,0.035800,-0.000004,0.014463,0.038846,0.019536,-0.019123,0.035324,0.000014,0.000021,0.091612,-48.000000,-22.039171,-3.058340,-1.521549,-1.021840,0.018530,-0.000228,0.139263,0.091612,-240.116455,-22.039171,-3.058340,-1.521549,-1.021840,0.018530,-0.000228,0.139263,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
232,-0.001122,-1.762805,1.585264,-2.480947,-0.462353,1.498541,-2.865395,0.040000,0.039918,-0.022969,0.000040,-0.138300,-0.019470,-0.049018,0.087706,-0.006991,0.000003,0.000248,0.047617,-0.000003,0.007628,0.032617,0.013975,-0.016162,-0.001471,0.000015,0.000011,0.104587,-48.000000,-22.046591,-3.059054,-1.522154,-1.022773,0.018406,-0.000245,0.139279,0.104587,-240.106476,-22.046591,-3.059054,-1.522154,-1.022773,0.018406,-0.000245,0.139279,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
233,-0.001434,-1.762805,1.585402,-2.480893,-0.462347,1.498579,-2.865357,0.040000,0.039918,-0.021941,0.000040,-0.138237,-0.018835,-0.048670,0.087430,-0.005497,0.000003,0.000248,0.057295,0.000011,0.001031,0.026708,0.009682,-0.012829,-0.035857,0.000017,-0.000000,0.115092,-48.000000,-22.053745,-3.060666,-1.522671,-1.023671,0.018263,-0.000263,0.139292,0.115092,-240.096924,-22.053745,-3.060666,-1.522671,-1.023671,0.018263,-0.000263,0.139292,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
234,-0.001723,-1.762805,1.585539,-2.480827,-0.462333,1.498612,-2.865288,0.040000,0.039918,-0.020747,0.000040,-0.138295,-0.018319,-0.048371,0.087168,-0.004212,0.000003,0.000248,0.065086,0.000003,-0.004882,0.020791,0.004897,-0.009866,-0.064072,0.000021,-0.000019,0.123226,-48.000000,-22.060350,-3.063349,-1.523205,-1.024553,0.018195,-0.000282,0.139293,0.123226,-240.088318,-22.060350,-3.063349,-1.523205,-1.024553,0.018195,-0.000282,0.139293,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
235,-0.001987,-1.762805,1.585675,-2.480751,-0.462314,1.498639,-2.865192,0.040000,0.039918,-0.019427,0.000040,-0.138459,-0.017912,-0.048099,0.086897,-0.003078,0.000003,0.000247,0.070861,-0.000003,-0.010040,0.015410,0.000833,-0.007662,-0.089518,0.000024,-0.000029,0.129049,-48.000000,-22.066299,-3.066680,-1.523661,-1.025405,0.018116,-0.000302,0.139302,0.129049,-240.080444,-22.066299,-3.066680,-1.523661,-1.025405,0.018116,-0.000302,0.139302,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
236,-0.002224,-1.762805,1.585806,-2.480668,-0.462290,1.498661,-2.865073,0.040000,0.039918,-0.018013,0.000040,-0.138717,-0.017614,-0.047887,0.086642,-0.002158,0.000003,0.000247,0.074958,-0.000015,-0.014633,0.009958,-0.003283,-0.004356,-0.110418,0.000023,-0.000034,0.132721,-48.000000,-22.071699,-3.070853,-1.524119,-1.026160,0.018044,-0.000321,0.139312,0.132721,-240.073578,-22.071699,-3.070853,-1.524119,-1.026160,0.018044,-0.000321,0.139312,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
237,-0.002433,-1.762805,1.585930,-2.480580,-0.462262,1.498677,-2.864936,0.040000,0.039918,-0.016546,0.000040,-0.139056,-0.017412,-0.047709,0.086383,-0.001392,0.000004,0.000247,0.077094,-0.000001,-0.018582,0.005327,-0.006322,-0.001761,-0.126904,0.000024,-0.000041,0.134269,-48.000000,-22.076403,-3.075339,-1.524485,-1.026860,0.018022,-0.000342,0.139319,0.134269,-240.067566,-22.076403,-3.075339,-1.524485,-1.026860,0.018022,-0.000342,0.139319,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
238,-0.002612,-1.762805,1.586047,-2.480486,-0.462231,1.498688,-2.864786,0.040000,0.039918,-0.015053,0.000040,-0.139464,-0.017302,-0.047574,0.086133,-0.000829,0.000004,0.000247,0.077807,0.000003,-0.021763,0.000914,-0.009466,-0.000380,-0.139674,0.000025,-0.000043,0.134059,-48.000000,-22.080498,-3.080398,-1.524831,-1.027561,0.017983,-0.000362,0.139328,0.134059,-240.062531,-22.080498,-3.080398,-1.524831,-1.027561,0.017983,-0.000362,0.139328,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
239,-0.002761,-1.762805,1.586156,-2.480392,-0.462197,1.498695,-2.864625,0.040000,0.039918,-0.013559,0.000040,-0.139930,-0.017284,-0.047458,0.085918,-0.000387,0.000004,0.000247,0.077233,0.000001,-0.024486,-0.003333,-0.011646,0.002506,-0.149294,0.000027,-0.000056,0.132261,-48.000000,-22.084015,-3.085771,-1.525105,-1.028111,0.017970,-0.000380,0.139323,0.132261,-240.058319,-22.084015,-3.085771,-1.525105,-1.028111,0.017970,-0.000380,0.139323,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
240,-0.002881,-1.762805,1.586254,-2.480299,-0.462162,1.498696,-2.864457,0.040000,0.039918,-0.012091,0.000040,-0.140437,-0.017348,-0.047401,0.085727,-0.000140,0.000004,0.000247,0.075369,0.000003,-0.026301,-0.007099,-0.014083,0.004496,-0.156379,0.000026,-0.000063,0.128959,-48.000000,-22.086706,-3.091368,-1.525368,-1.028610,0.017900,-0.000398,0.139321,0.128959,-240.055206,-22.086706,-3.091368,-1.525368,-1.028610,0.017900,-0.000398,0.139321,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
241,-0.002972,-1.762805,1.586340,-2.480205,-0.462127,1.498695,-2.864286,0.040000,0.039918,-0.010674,0.000040,-0.140973,-0.017482,-0.047370,0.085538,-0.000019,0.000004,0.000247,0.072279,-0.000008,-0.027558,-0.010250,-0.015594,0.005061,-0.158684,0.000025,-0.000062,0.124320,-48.000000,-22.088808,-3.097043,-1.525548,-1.029102,0.017916,-0.000414,0.139322,0.124320,-240.052917,-22.088808,-3.097043,-1.525548,-1.029102,0.017916,-0.000414,0.139322,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
242,-0.003035,-1.762805,1.586417,-2.480117,-0.462091,1.498689,-2.864114,0.040000,0.039918,-0.009323,0.000040,-0.141527,-0.017682,-0.047356,0.085369,-0.000033,0.000005,0.000246,0.068426,-0.000014,-0.028369,-0.013148,-0.016374,0.006907,-0.158945,0.000022,-0.000064,0.118761,-48.000000,-22.090370,-3.102672,-1.525669,-1.029456,0.017904,-0.000430,0.139320,0.118761,-240.051392,-22.090370,-3.102672,-1.525669,-1.029456,0.017904,-0.000430,0.139320,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
243,-0.003073,-1.762805,1.586481,-2.480034,-0.462055,1.498681,-2.863947,0.040000,0.039918,-0.008061,0.000040,-0.142090,-0.017931,-0.047393,0.085229,-0.000189,0.000005,0.000246,0.063477,-0.000012,-0.028571,-0.015104,-0.017843,0.007478,-0.155932,0.000022,-0.000055,0.112182,-48.000000,-22.091301,-3.108010,-1.525804,-1.029753,0.017905,-0.000442,0.139329,0.112182,-240.050690,-22.091301,-3.108010,-1.525804,-1.029753,0.017905,-0.000442,0.139329,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
244,-0.003086,-1.762805,1.586535,-2.479954,-0.462021,1.498671,-2.863786,0.040000,0.039918,-0.006903,0.000040,-0.142650,-0.018217,-0.047444,0.085083,-0.000428,0.000005,0.000246,0.057887,-0.000003,-0.028257,-0.016635,-0.017738,0.007503,-0.148515,0.000020,-0.000057,0.104883,-48.000000,-22.091637,-3.113185,-1.525823,-1.030014,0.018012,-0.000453,0.139326,0.104883,-240.050690,-22.091637,-3.113185,-1.525823,-1.030014,0.018012,-0.000453,0.139326,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
245,-0.003078,-1.762805,1.586577,-2.479882,-0.461989,1.498657,-2.863632,0.040000,0.039918,-0.005850,0.000040,-0.143198,-0.018545,-0.047518,0.084974,-0.000798,0.000005,0.000246,0.052226,-0.000007,-0.027521,-0.018360,-0.017947,0.009045,-0.143078,0.000015,-0.000053,0.097307,-48.000000,-22.091520,-3.118312,-1.525854,-1.030145,0.017935,-0.000464,0.139325,0.097307,-240.051544,-22.091520,-3.118312,-1.525854,-1.030145,0.017935,-0.000464,0.139325,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
246,-0.003049,-1.762805,1.586608,-2.479816,-0.461958,1.498642,-2.863489,0.040000,0.039918,-0.004915,0.000040,-0.143728,-0.018897,-0.047605,0.084894,-0.001203,0.000005,0.000246,0.045927,-0.000005,-0.026429,-0.019073,-0.017618,0.009274,-0.133278,0.000014,-0.000050,0.089325,-48.000000,-22.090952,-3.122843,-1.525822,-1.030228,0.018000,-0.000471,0.139324,0.089325,-240.052826,-22.090952,-3.122843,-1.525822,-1.030228,0.018000,-0.000471,0.139324,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
247,-0.003003,-1.762805,1.586629,-2.479757,-0.461930,1.498626,-2.863358,0.040000,0.039918,-0.004101,0.000040,-0.144229,-0.019269,-0.047715,0.084828,-0.001663,0.000005,0.000246,0.039616,-0.000006,-0.024849,-0.019764,-0.017212,0.009236,-0.121024,0.000011,-0.000054,0.081224,-48.000000,-22.089905,-3.127238,-1.525774,-1.030280,0.018118,-0.000475,0.139312,0.081224,-240.054596,-22.089905,-3.127238,-1.525774,-1.030280,0.018118,-0.000475,0.139312,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
248,-0.002942,-1.762805,1.586640,-2.479705,-0.461904,1.498609,-2.863238,0.040000,0.039918,-0.003409,0.000040,-0.144698,-0.019654,-0.047830,0.084766,-0.002158,0.000005,0.000246,0.033198,-0.000008,-0.023167,-0.019960,-0.016377,0.008739,-0.110015,0.000010,-0.000053,0.073162,-48.000000,-22.088657,-3.131145,-1.525689,-1.030301,0.018156,-0.000479,0.139306,0.073162,-240.056732,-22.088657,-3.131145,-1.525689,-1.030301,0.018156,-0.000479,0.139306,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
249,0.000000,-0.569000,0.000000,-2.810000,0.000000,3.037000,0.741000,0.040000,0.040000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.179722,-48.000000,48.000000,23.211327,-12.000000,-12.000000,-12.000000,0.000000,0.000000,-0.179722,-335.563660,104.264709,23.211327,-38.668236,-123.763596,-288.323242,0.000000,0.000000,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
