Timestep,joint_pos_J1,joint_pos_J2,joint_pos_J3,joint_pos_J4,joint_pos_J5,joint_pos_J6,joint_pos_J7,joint_pos_J8,joint_pos_J9,joint_vel_J1,joint_vel_J2,joint_vel_J3,joint_vel_J4,joint_vel_J5,joint_vel_J6,joint_vel_J7,joint_vel_J8,joint_vel_J9,joint_acc_J1,joint_acc_J2,joint_acc_J3,joint_acc_J4,joint_acc_J5,joint_acc_J6,joint_acc_J7,joint_acc_J8,joint_acc_J9,joint_applied_torque_J1,joint_applied_torque_J2,joint_applied_torque_J3,joint_applied_torque_J4,joint_applied_torque_J5,joint_applied_torque_J6,joint_applied_torque_J7,joint_applied_torque_J8,joint_applied_torque_J9,joint_computed_torque_J1,joint_computed_torque_J2,joint_computed_torque_J3,joint_computed_torque_J4,joint_computed_torque_J5,joint_computed_torque_J6,joint_computed_torque_J7,joint_computed_torque_J8,joint_computed_torque_J9,joint_effort_limits_J1,joint_effort_limits_J2,joint_effort_limits_J3,joint_effort_limits_J4,joint_effort_limits_J5,joint_effort_limits_J6,joint_effort_limits_J7,joint_effort_limits_J8,joint_effort_limits_J9,joint_effort_target_J1,joint_effort_target_J2,joint_effort_target_J3,joint_effort_target_J4,joint_effort_target_J5,joint_effort_target_J6,joint_effort_target_J7,joint_effort_target_J8,joint_effort_target_J9
78,-0.380596,-0.203135,-0.032169,-2.443999,0.121417,2.398806,-0.420657,0.000706,0.001042,-0.675749,-0.837731,1.644889,-0.273831,-0.363060,-0.313873,-2.516500,-0.016996,-0.013520,5.388898,-12.845546,-4.035246,12.505937,12.242797,-4.619810,3.074288,0.197276,0.394707,-0.075631,-48.000000,0.920970,38.132961,1.778719,4.478902,-12.000000,0.178028,-0.707086,-0.075631,-80.132927,0.920970,38.132961,1.778719,4.478902,-26.692312,0.178028,-0.707086,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
79,-0.371645,-0.225068,-0.020136,-2.452564,0.113222,2.391198,-0.472283,0.000505,0.000737,0.777184,-1.213367,0.306445,-0.269289,-0.388307,-0.514825,-2.514832,-0.011431,-0.008937,15.330511,-18.936993,-12.560823,-1.617679,10.547787,1.032370,-5.517030,0.184894,0.291033,1.549436,-48.000000,-0.064309,29.718885,1.358123,3.592865,-12.000000,0.133676,-0.559113,1.549436,-83.424538,-0.064309,29.718885,1.358123,3.592865,-29.992634,0.133676,-0.559113,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
80,-0.392151,-0.255468,0.019830,-2.459754,0.113213,2.364007,-0.523881,0.000377,0.000522,-1.216503,-1.637993,2.174824,-0.192445,0.056591,-1.537809,-2.480038,-0.010482,-0.003775,-0.804782,-20.717943,-0.017667,-2.731375,9.101780,9.508395,4.193759,-0.110374,0.347301,-0.330555,-48.000000,7.717507,29.244261,1.467782,3.398391,-12.000000,0.025240,-0.478447,-0.330555,-92.280258,7.717507,29.244261,1.467782,3.398391,-34.313477,0.025240,-0.478447,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
81,-0.394219,-0.295374,0.043667,-2.470323,0.105522,2.333228,-0.574093,0.000285,0.000381,0.404816,-2.094683,0.797092,-0.504385,-0.490474,-1.467405,-2.404940,-0.007072,-0.002064,35.274185,-17.504442,-24.523502,-14.572918,5.278233,23.386204,-16.807056,0.044893,0.224097,7.817958,-48.000000,5.040571,17.323446,0.476585,2.412807,-12.000000,0.082964,-0.436686,7.817958,-104.763687,5.040571,17.323446,0.476585,2.412807,-43.439430,0.082964,-0.436686,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
82,-0.413706,-0.338102,0.085643,-2.479163,0.101523,2.287463,-0.625750,0.000209,0.000311,-1.037469,-2.078054,2.175000,-0.248890,-0.112449,-2.331446,-2.527733,-0.007254,0.001414,1.775169,0.224686,-0.000024,2.825299,13.283770,25.669884,3.514647,-0.150112,0.269297,0.815719,-48.000000,23.586725,20.975210,1.275699,2.473189,-12.000000,0.043477,-0.512958,0.815719,-123.123329,23.586725,20.975210,1.275699,2.473189,-49.307449,0.043477,-0.512958,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
83,-0.431225,-0.380888,0.128867,-2.486526,0.078687,2.247308,-0.674511,0.000104,0.000318,-0.645362,-2.087130,2.118527,-0.272296,-1.302713,-1.709709,-2.328319,-0.006944,0.003613,25.183826,-0.139856,-5.590224,-5.164301,8.068645,44.521416,-29.862118,-0.101299,0.274467,13.220921,-48.000000,13.805677,15.983013,-0.051723,2.904664,-12.000000,0.265991,-0.683646,13.220921,-133.136703,13.805677,15.983013,-0.051723,2.904664,-54.550499,0.265991,-0.683646,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
84,-0.443669,-0.423369,0.172408,-2.491685,0.061545,2.210470,-0.726005,0.000028,0.000350,-0.534249,-2.050350,2.175002,-0.027385,-0.660299,-1.804699,-2.481238,-0.005648,0.004136,8.386517,-0.193548,0.000095,7.086921,22.853153,24.997366,7.840085,0.072499,-0.034880,5.212934,-48.000000,16.641186,25.095144,1.610641,3.214858,-12.000000,0.502681,-1.110468,5.212934,-139.611679,16.641186,25.095144,1.610641,3.214858,-53.967560,0.502681,-1.110468,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
85,-0.452931,-0.465770,0.215941,-2.492711,0.041009,2.179136,-0.776347,0.000000,0.000385,-0.368623,-2.045786,2.175004,0.169981,-1.043172,-1.411516,-2.451339,-0.002451,0.004644,8.770958,-0.441098,0.000143,6.240479,14.202415,32.400860,-13.652658,0.247485,0.130336,6.034300,-48.000000,16.678541,24.998466,1.051785,3.786964,-12.000000,0.492604,-1.051224,6.034300,-142.020416,16.678541,24.998466,1.051785,3.786964,-55.007458,0.492604,-1.051224,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
86,-0.459866,-0.508106,0.259498,-2.488546,0.021042,2.149420,-0.827598,0.000000,0.000422,-0.294540,-2.036490,2.175002,0.475162,-0.890107,-1.461343,-2.518515,-0.002730,0.004820,3.615469,-0.441575,0.000048,10.208884,21.069187,24.424290,-3.538275,-0.036510,0.042916,3.519432,-48.000000,19.470226,27.668777,1.655859,3.732914,-12.000000,0.236440,-1.231745,3.519432,-146.864426,19.470226,27.668777,1.655859,3.732914,-55.032406,0.236440,-1.231745,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
87,-0.465263,-0.550427,0.303053,-2.478632,-0.000983,2.121486,-0.878296,0.000000,0.000458,-0.201626,-2.036624,2.175003,0.749362,-1.059883,-1.334259,-2.494763,-0.003575,0.004969,4.358967,-0.912404,-0.000119,8.817303,18.870937,27.300762,-11.576200,-0.107700,0.090655,5.111902,-48.000000,20.733921,26.915829,1.464504,3.836674,-12.000000,0.249815,-1.267335,5.111902,-151.355515,20.733921,26.915829,1.464504,3.836674,-56.059399,0.249815,-1.267335,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
88,-0.468948,-0.592657,0.346617,-2.463093,-0.022802,2.094974,-0.929166,0.000000,0.000492,-0.111470,-2.027625,2.175004,1.033909,-1.003267,-1.307639,-2.495742,-0.004030,0.004808,3.781472,-0.808835,-0.000095,9.113479,21.311199,24.490320,-7.799625,-0.056356,0.040364,5.926857,-48.000000,21.913969,26.740475,1.657754,3.692469,-12.000000,0.346665,-1.376986,5.926857,-156.078201,21.913969,26.740475,1.657754,3.692469,-56.178047,0.346665,-1.376986,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
89,-0.470692,-0.634891,0.390181,-2.442350,-0.044236,2.070168,-0.979826,0.000000,0.000521,0.008460,-2.027508,2.175003,1.275408,-1.008880,-1.225209,-2.464489,-0.004533,0.004625,5.081316,-0.956297,-0.000119,7.461464,19.955624,24.380707,-8.159184,0.113822,0.046386,7.855276,-48.000000,21.867609,25.222862,1.591135,3.545897,-12.000000,0.567087,-1.415623,7.855276,-160.011444,21.867609,25.222862,1.591135,3.545897,-55.890484,0.567087,-1.415623,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
90,-0.469943,-0.677138,0.433746,-2.417077,-0.064281,2.046710,-1.030438,0.000000,0.000545,0.152203,-2.027399,2.175005,1.483127,-0.934744,-1.186026,-2.440158,-0.004859,0.004377,6.035066,-1.019859,-0.000048,5.877078,19.793427,22.636627,-5.896091,0.238777,0.023573,9.460908,-48.000000,21.383858,23.492069,1.622099,3.273069,-12.000000,0.724713,-1.467925,9.460908,-163.675568,21.383858,23.492069,1.622099,3.273069,-54.796921,0.724713,-1.467925,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
91,-0.466132,-0.719402,0.477307,-2.388076,-0.082769,2.024191,-1.080841,0.000000,0.000563,0.327723,-2.028004,2.175004,1.641897,-0.875159,-1.153833,-2.410961,-0.005151,0.004173,7.377320,-1.147246,-0.000072,3.517818,18.473185,21.958076,-6.014371,0.226826,0.024735,11.101477,-48.000000,20.372833,21.206450,1.571829,2.977652,-12.000000,0.741896,-1.487398,11.101477,-167.154678,20.372833,21.206450,1.571829,2.977652,-53.403885,0.741896,-1.487398,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
92,-0.458647,-0.761604,0.520864,-2.356282,-0.099382,2.001885,-1.131228,0.000000,0.000575,0.528249,-2.026922,2.175005,1.748584,-0.790774,-1.162447,-2.404659,-0.005346,0.003979,8.181232,-1.696563,0.000119,0.592136,17.700689,21.200108,-6.706309,0.220567,0.015608,12.286927,-48.000000,19.039398,18.560108,1.534968,2.601599,-12.000000,0.755206,-1.508396,12.286927,-170.827972,19.039398,18.560108,1.534968,2.601599,-51.652122,0.755206,-1.508396,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
93,-0.447022,-0.803836,0.564415,-2.322940,-0.113857,1.979080,-1.181660,0.000000,0.000583,0.750770,-2.029956,2.175004,1.785371,-0.700266,-1.200000,-2.391792,-0.005473,0.003758,9.339881,-1.516652,0.000000,-2.597773,16.259396,20.853710,-4.866576,0.205959,0.007436,13.084768,-48.000000,17.251181,15.329737,1.433274,2.142394,-12.000000,0.753269,-1.515042,13.084768,-174.691696,17.251181,15.329737,1.433274,2.142394,-49.527573,0.753269,-1.515042,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
94,-0.430828,-0.846166,0.607957,-2.289551,-0.126099,1.955423,-1.232155,0.000000,0.000586,0.988082,-2.041354,2.175003,1.739375,-0.606394,-1.247561,-2.400866,-0.007443,0.003493,10.116118,-1.692772,-0.000048,-6.380606,14.737356,20.831240,-6.364989,-0.006397,0.002431,13.332678,-48.000000,15.046781,11.688335,1.281275,1.622931,-12.000000,0.737860,-1.504324,13.332678,-178.866272,15.046781,11.688335,1.281275,1.622931,-46.967972,0.737860,-1.504324,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
95,-0.409672,-0.888620,0.651489,-2.257785,-0.136481,1.931121,-1.282861,0.000000,0.000586,1.239742,-2.057238,2.175004,1.605647,-0.534947,-1.275931,-2.416327,-0.007135,0.003304,10.779691,-1.848435,0.000024,-10.320080,13.017559,20.892693,-6.166649,-0.001967,0.002737,13.081757,-48.000000,12.561431,7.846465,1.069782,1.082061,-12.000000,0.711514,-1.487485,13.081757,-183.195480,12.561431,7.846465,1.069782,1.082061,-43.817459,0.711514,-1.487485,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
96,-0.383322,-0.931239,0.695013,-2.229359,-0.145095,1.906899,-1.333820,0.000000,0.000584,1.494031,-2.077105,2.175001,1.389790,-0.463632,-1.266010,-2.439318,-0.006753,0.003093,10.924017,-1.892900,-0.000191,-13.662064,11.415807,20.344400,-5.649924,0.006576,-0.003020,12.208538,-48.000000,9.686070,4.182463,0.834228,0.552583,-12.000000,0.681852,-1.472023,12.208538,-187.286163,9.686070,4.182463,0.834228,0.552583,-39.988235,0.681852,-1.472023,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
97,-0.351809,-0.974025,0.738528,-2.205717,-0.152067,1.883377,-1.385167,0.000000,0.000582,1.736249,-2.100247,2.174837,1.109498,-0.399462,-1.227802,-2.477823,-0.006334,0.002896,10.124361,-2.279019,-0.008821,-16.242468,9.886917,19.174921,-4.675150,0.012024,-0.003155,10.690588,-48.000000,6.557988,0.846740,0.569742,0.057383,-12.000000,0.645455,-1.450265,10.690588,-191.116226,6.557988,0.846740,0.569742,0.057383,-35.894199,0.645455,-1.450265,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
98,-0.315442,-1.017005,0.782032,-2.187909,-0.157824,1.860791,-1.436824,0.000000,0.000578,1.959774,-2.123042,2.170612,0.786346,-0.355666,-1.176666,-2.520099,-0.005910,0.002656,9.304893,-1.998401,-0.301147,-17.664497,8.535803,17.768871,-4.462528,0.014418,-0.005267,8.739012,-48.000000,3.249413,-2.049633,0.277077,-0.387130,-12.000000,0.605457,-1.423266,8.739012,-194.723022,3.249413,-2.049633,0.277077,-0.387130,-31.942556,0.605457,-1.423266,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
99,-0.274696,-1.060251,0.825433,-2.176657,-0.162722,1.839328,-1.488759,0.000000,0.000573,2.157426,-2.155615,2.150193,0.430674,-0.320332,-1.108286,-2.566799,-0.005403,0.002294,8.130288,-2.205801,-1.170778,-18.520233,7.645640,16.288435,-3.903317,0.017917,-0.009563,6.475808,-48.000000,-0.225657,-4.537899,-0.056692,-0.799909,-12.000000,0.558202,-1.383157,6.475808,-198.102249,-0.225657,-4.537899,-0.056692,-0.799909,-28.356110,0.558202,-1.383157,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
100,-0.231372,-1.103819,0.868745,-2.171505,-0.167572,1.818308,-1.540945,0.000000,0.000563,2.176303,-2.175000,2.145709,0.168358,-0.331153,-1.097341,-2.609649,-0.005087,0.002030,0.012755,0.000072,-1.213384,-13.355245,5.601639,14.108122,-0.728607,0.000928,0.003700,4.361368,-48.000000,-3.529275,-6.783908,-0.498145,-0.982600,-12.000000,0.509660,-1.327271,4.361368,-201.410507,-3.529275,-6.783908,-0.498145,-0.982600,-25.282808,0.509660,-1.327271,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
101,-0.187898,-1.147438,0.911864,-2.171355,-0.173922,1.797598,-1.593148,0.000000,0.000549,2.176748,-2.175001,2.118574,-0.097187,-0.427273,-1.050693,-2.608985,-0.004795,0.001624,0.007319,-0.000072,-2.177572,-14.512852,4.827910,14.867390,0.053859,-0.001483,0.007997,3.568101,-48.000000,-7.061624,-8.929674,-0.798660,-1.163501,-12.000000,0.478010,-1.257137,3.568101,-204.896347,-7.061624,-8.929674,-0.798660,-1.163501,-23.888262,0.478010,-1.257137,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
102,-0.144391,-1.191078,0.954748,-2.176439,-0.182660,1.777535,-1.645351,0.000000,0.000531,2.177006,-2.175001,2.092351,-0.368940,-0.538864,-0.995829,-2.608106,-0.004464,0.001288,0.003457,-0.000048,-2.294731,-14.615748,5.930638,14.221048,0.067997,0.000886,0.016423,2.775898,-48.000000,-10.262934,-10.229436,-0.976823,-1.306015,-12.000000,0.447265,-1.182312,2.775898,-207.873489,-10.262934,-10.229436,-0.976823,-1.306015,-22.641094,0.447265,-1.182312,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
103,-0.101888,-1.234696,0.997293,-2.186958,-0.194830,1.758137,-1.697554,0.004018,0.004839,2.138780,-2.175001,2.044365,-0.708786,-0.711877,-0.895438,-2.604533,0.196043,0.210031,-3.830051,0.000000,-5.027270,-22.215473,4.893941,19.696760,0.343680,0.099470,-0.066267,2.040381,-48.000000,-13.039574,-10.760633,-1.132435,-1.364153,-12.000000,56.481628,53.549660,2.040381,-210.427673,-13.039574,-10.760633,-1.132435,-1.364153,-21.399471,56.481628,53.549660,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
104,-0.060565,-1.278320,1.038618,-2.202106,-0.194530,1.732419,-1.749754,0.002711,0.003419,2.143766,-2.175002,1.972191,-0.838768,0.188498,-1.307696,-2.603457,-0.055081,-0.061130,6.808901,-0.000215,1.644921,-8.115631,16.626390,7.279217,0.016737,1.452140,1.060447,3.365194,-48.000000,-21.080872,-2.818208,-0.087319,-1.264882,-8.543585,0.325861,-1.025911,3.365194,-198.398972,-21.080872,-2.818208,-0.087319,-1.264882,-8.543585,0.325861,-1.025911,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
105,-0.017480,-1.321949,1.080722,-2.222336,-0.211318,1.719034,-1.801957,0.006744,0.007669,2.176848,-2.175001,1.996236,-1.179253,-1.245406,-0.353793,-2.603864,0.196662,0.210449,-0.019741,0.000048,-5.186915,-17.252827,-13.998437,28.680954,0.287557,-0.179903,0.338444,-0.903273,-48.000000,-19.812235,-10.682327,-2.728377,-0.546245,-12.000000,50.675346,48.236088,-0.903273,-210.989105,-19.812235,-10.682327,-2.728377,-0.546245,-21.480303,50.675346,48.236088,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
106,0.022011,-1.365559,1.120832,-2.242470,-0.221486,1.693180,-1.854158,0.010777,0.011905,1.920204,-2.175002,1.866157,-0.969584,-0.272695,-1.438061,-2.603314,0.200168,0.207271,-11.158228,-0.000048,-7.801747,4.149729,27.923859,2.610075,0.024366,0.315848,-0.326610,-0.163873,-48.000000,-21.594408,0.275727,0.121886,-1.121110,-6.754539,42.806839,39.335709,-0.163873,-202.480988,-21.594408,0.275727,0.121886,-1.121110,-6.754539,42.806839,39.335709,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
107,0.059107,-1.409202,1.158467,-2.261513,-0.224613,1.667537,-1.906358,0.014847,0.016087,1.846326,-2.175002,1.715768,-0.958290,-0.191381,-1.076447,-2.601953,0.200860,0.206547,-4.106605,-0.000072,-7.686377,1.391023,4.369661,20.566059,0.033712,0.013964,-0.010082,0.786184,-48.000000,-26.940319,0.710450,-1.236657,-0.084133,-9.637685,34.304619,31.340498,0.786184,-200.603058,-26.940319,0.710450,-1.236657,-0.084133,-9.637685,34.304619,31.340498,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
108,0.094261,-1.452835,1.193894,-2.278761,-0.230003,1.644881,-1.958558,0.018916,0.020259,1.712979,-2.175002,1.618476,-0.817643,-0.347688,-0.979109,-2.602246,0.201372,0.206526,-6.850803,-0.000191,-6.176364,5.941117,2.336058,16.727930,0.063109,0.052479,0.010347,-1.686773,-48.000000,-25.823162,1.991740,-1.388696,0.080005,-10.550941,26.155098,23.009411,-1.686773,-202.671860,-25.823162,1.991740,-1.388696,0.080005,-10.550941,26.155098,23.009411,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
109,0.126481,-1.496461,1.227668,-2.292384,-0.238747,1.621922,-2.010759,0.022988,0.024418,1.546169,-2.175002,1.543573,-0.609572,-0.494846,-1.010019,-2.602532,0.202191,0.206463,-8.123672,-0.000024,-5.397701,8.147794,4.907298,16.217863,0.072360,0.081114,0.009474,-3.013697,-48.000000,-24.453232,2.844461,-1.301581,0.217258,-11.990428,17.963032,14.682919,-3.013697,-205.815704,-24.453232,2.844461,-1.301581,0.217258,-11.990428,17.963032,14.682919,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
110,0.155435,-1.540092,1.259810,-2.301852,-0.248824,1.599463,-2.062959,0.027058,0.028559,1.375165,-2.175002,1.458854,-0.393595,-0.524001,-0.963359,-2.602599,0.202779,0.206236,-8.291554,-0.000143,-5.676544,8.874596,7.543808,17.095041,0.061798,0.062746,-0.000443,-3.596946,-48.000000,-23.944889,3.242249,-1.187768,0.357827,-12.000000,9.741306,6.394684,-3.596946,-208.211624,-23.944889,3.242249,-1.187768,0.357827,-13.414417,9.741306,6.394684,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
111,0.181388,-1.583729,1.290449,-2.307152,-0.258637,1.578993,-2.115159,0.031073,0.032352,1.233825,-2.175001,1.395255,-0.184453,-0.487032,-0.845621,-2.602482,0.184657,0.159449,-5.611384,-0.000048,-2.625275,9.081920,7.575417,16.313339,0.061703,-1.798569,-3.479853,-4.096761,-48.000000,-23.743340,3.129343,-1.143994,0.414764,-12.000000,1.557581,-0.623419,-4.096761,-209.439346,-23.743340,3.129343,-1.143994,0.414764,-14.181109,1.557581,-0.623419,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
112,0.205690,-1.627375,1.321328,-2.308456,-0.270170,1.562339,-2.167360,0.034112,0.034963,1.154166,-2.175003,1.414226,0.006356,-0.577859,-0.616592,-2.602293,0.124023,0.107560,-4.312074,-0.000143,-0.646734,9.070280,6.450593,16.234421,0.067520,-2.717186,-2.290262,-5.342972,-48.000000,-23.573572,1.860919,-1.277998,0.439485,-12.000000,-0.609469,-0.609954,-5.342972,-212.000824,-23.573572,1.860919,-1.277998,0.439485,-15.684736,-0.609469,-0.609954,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
113,0.228374,-1.671015,1.352740,-2.305802,-0.286995,1.548647,-2.219560,0.036166,0.036719,1.073885,-2.175001,1.445490,0.189396,-0.881333,-0.496355,-2.602302,0.083834,0.073530,-4.149389,0.000048,-0.596356,7.895945,5.356896,13.817838,0.088239,-1.779988,-1.422776,-6.109800,-48.000000,-22.758293,-0.140442,-1.525572,0.185381,-12.000000,-0.647685,-0.607770,-6.109800,-215.860840,-22.758293,-0.140442,-1.525572,0.185381,-17.199322,-0.647685,-0.607770,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
114,0.249586,-1.714670,1.384356,-2.299581,-0.306967,1.535782,-2.271760,0.037555,0.037913,1.008130,-2.175002,1.443117,0.348104,-0.960775,-0.481417,-2.601971,0.056853,0.050193,-3.273594,0.000000,-2.097476,6.384987,11.840534,11.644730,0.074625,-1.186517,-0.982795,-5.725526,-48.000000,-23.265358,-1.846283,-1.309840,-0.163426,-12.000000,-0.732237,-0.736561,-5.725526,-217.791382,-23.265358,-1.846283,-1.309840,-0.163426,-17.702305,-0.732237,-0.736561,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
115,0.269886,-1.758338,1.415421,-2.290764,-0.326642,1.523926,-2.323961,0.038490,0.038716,0.979657,-2.175002,1.401303,0.445742,-0.912714,-0.425642,-2.601585,0.038334,0.033780,-1.537830,-0.000119,-3.706741,3.848240,13.950658,11.023008,0.058508,-0.811649,-0.683312,-4.566418,-48.000000,-24.429419,-3.880548,-1.299368,-0.481368,-12.000000,-0.785642,-0.760653,-4.566418,-218.124161,-24.429419,-3.880548,-1.299368,-0.481368,-17.005297,-0.785642,-0.760653,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
116,0.290581,-1.762810,1.453997,-2.277347,-0.353690,1.509705,-2.376161,0.039062,0.039332,1.016004,0.000105,1.752625,0.584603,-0.785096,-0.240452,-2.610001,0.026030,0.025636,-2.713728,-0.027382,-9.652019,-7.182318,62.027161,35.370590,0.000048,-0.259698,-0.383233,-3.601954,-48.000000,-27.666033,-6.947756,0.945347,0.059060,-12.000000,-0.440923,-1.042758,-3.601954,-227.577072,-27.666033,-6.947756,0.945347,0.059060,-14.952185,-0.440923,-1.042758,48.000000,48.000000,48.000000,48.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
