Timestep,agent_joint_pos_J1,agent_joint_pos_J2,agent_joint_pos_J3,agent_joint_pos_J4,agent_joint_pos_J5,agent_joint_pos_J6,agent_joint_pos_J7,agent_joint_pos_J8,joint_pos_J1,joint_pos_J2,joint_pos_J3,joint_pos_J4,joint_pos_J5,joint_pos_J6,joint_pos_J7,joint_pos_J8,joint_pos_J9,joint_vel_J1,joint_vel_J2,joint_vel_J3,joint_vel_J4,joint_vel_J5,joint_vel_J6,joint_vel_J7,joint_vel_J8,joint_vel_J9,joint_acc_J1,joint_acc_J2,joint_acc_J3,joint_acc_J4,joint_acc_J5,joint_acc_J6,joint_acc_J7,joint_acc_J8,joint_acc_J9,joint_applied_torque_J1,joint_applied_torque_J2,joint_applied_torque_J3,joint_applied_torque_J4,joint_applied_torque_J5,joint_applied_torque_J6,joint_applied_torque_J7,joint_applied_torque_J8,joint_applied_torque_J9,joint_computed_torque_J1,joint_computed_torque_J2,joint_computed_torque_J3,joint_computed_torque_J4,joint_computed_torque_J5,joint_computed_torque_J6,joint_computed_torque_J7,joint_computed_torque_J8,joint_computed_torque_J9,joint_effort_limits_J1,joint_effort_limits_J2,joint_effort_limits_J3,joint_effort_limits_J4,joint_effort_limits_J5,joint_effort_limits_J6,joint_effort_limits_J7,joint_effort_limits_J8,joint_effort_limits_J9,joint_effort_target_J1,joint_effort_target_J2,joint_effort_target_J3,joint_effort_target_J4,joint_effort_target_J5,joint_effort_target_J6,joint_effort_target_J7,joint_effort_target_J8,joint_effort_target_J9
0,-0.658975,1.903537,-2.319113,0.517371,1.129383,-1.371744,-0.626445,0.442997,0.025160,-0.552173,-0.035584,-2.800416,0.029984,2.988105,0.688834,0.039900,0.040000,0.893809,1.756550,-2.175002,1.042138,0.582509,-2.431242,-2.609691,-0.004738,0.004822,-50.134232,87.864914,-0.000119,38.948303,99.511642,-9.788489,-0.003123,0.004285,0.481823,-32.882206,72.323608,-82.950142,17.876955,12.000000,-12.000000,-12.000000,0.568455,-0.000369,-32.882206,72.323608,-82.950142,17.876955,45.804832,-43.656223,-12.533563,0.568455,-0.000369,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,-0.407418,1.119628,-1.973952,0.531856,1.252782,-1.311834,0.006030,0.113571,0.038855,-0.510604,-0.078980,-2.778697,0.072000,2.935863,0.704703,0.040000,0.039999,0.217859,2.175206,-2.175018,1.224788,1.529842,-2.610001,0.893560,0.014976,-0.000141,-35.156639,-0.003386,-0.001097,-2.477753,35.471081,0.000048,-18.753630,1.768057,-0.148286,-21.284050,33.154747,-65.676483,14.675388,12.000000,-12.000000,-0.502290,0.518793,-0.134177,-21.284050,33.154747,-65.676483,14.675388,41.426830,-36.030693,-0.502290,0.518793,-0.134177,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2,0.042132,0.907107,-1.487293,0.407625,0.955465,-1.299775,-0.052463,0.139800,0.045233,-0.467075,-0.122457,-2.757697,0.123602,2.883659,0.707899,0.040000,0.040000,0.267478,2.175089,-2.175024,1.064527,2.511667,-2.610003,0.161345,0.020324,0.001033,-3.610343,-0.001550,-0.000620,-6.731462,2.658749,-0.000119,-3.204794,0.132511,-0.025438,-2.906081,21.171158,-42.734959,8.407946,12.000000,-12.000000,-0.104666,-1.899862,-0.128732,-2.906081,21.171158,-42.734959,8.407946,20.466034,-31.371803,-0.104666,-1.899862,-0.128732,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3,0.413518,1.257834,-1.181233,0.126186,0.676323,-1.434226,-0.281555,0.341287,0.054906,-0.423582,-0.165985,-2.742078,0.175849,2.832565,0.673212,0.040000,0.039954,0.664707,2.174969,-2.175001,0.661808,2.609592,-2.444054,-1.471898,0.008584,-0.002849,17.784891,0.008702,0.000072,-18.673479,0.010419,-0.749445,33.094181,-1.182785,-0.252480,10.662544,31.720108,-27.011410,-3.230751,4.630785,-12.000000,0.063484,-2.041181,0.051754,10.662544,31.720108,-27.011410,-3.230751,4.630785,-33.314369,0.063484,-2.041181,0.051754,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4,0.333306,1.354255,-1.267998,0.155319,0.769724,-1.479306,-0.242765,0.364568,0.069749,-0.380083,-0.209495,-2.733699,0.227947,2.780886,0.655088,0.040000,0.039912,0.820690,2.175009,-2.175000,0.320293,2.609788,-2.534376,-0.715254,0.012989,-0.001169,6.574118,0.000048,0.000024,-17.330420,0.008202,-2.003431,16.210752,0.317848,0.058962,5.356118,32.096828,-27.000740,-1.601161,4.199620,-12.000000,0.029570,-0.981038,0.317770,5.356118,32.096828,-27.000740,-1.601161,4.199620,-30.695673,0.029570,-0.981038,0.317770,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5,0.286893,1.144852,-1.244951,0.311353,0.775471,-1.397523,-0.242422,0.334520,0.086184,-0.336554,-0.253015,-2.730815,0.279181,2.728682,0.643355,0.040000,0.039890,0.821995,2.175061,-2.175042,0.127717,2.357261,-2.610002,-0.448422,0.015095,-0.000531,-1.766688,-0.003982,0.020909,-9.738305,-25.341606,-0.000286,12.755251,0.112962,0.033666,1.881421,20.239264,-22.596958,5.293866,0.251912,-12.000000,0.002223,-1.396553,0.289410,1.881421,20.239264,-22.596958,5.293866,0.251912,-22.883654,0.002223,-1.396553,0.289410,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6,0.377729,0.940300,-1.098697,0.462404,0.735405,-1.313062,-0.279044,0.312457,0.102423,-0.292989,-0.296577,-2.730272,0.312998,2.676491,0.630134,0.040000,0.039862,0.835070,2.175108,-2.175090,0.084459,1.265635,-2.610001,-0.552039,0.009896,-0.001729,1.977038,-0.000858,0.000024,-2.450038,-37.941074,-0.000191,11.242771,-0.490820,-0.039008,4.308291,8.573211,-13.263609,11.694938,-1.057058,-12.000000,-0.127932,-1.480392,0.378119,4.308291,8.573211,-13.263609,11.694938,-1.057058,-15.329753,-0.127932,-1.480392,0.378119,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7,0.516956,0.805714,-0.932911,0.585037,0.678268,-1.271386,-0.340946,0.303958,0.120659,-0.249394,-0.340160,-2.729446,0.326500,2.624301,0.611139,0.040000,0.039835,1.012962,2.175146,-2.175126,0.150973,0.399005,-2.610001,-0.799581,0.004260,-0.001334,10.303556,-0.001168,0.000954,2.905501,-21.038845,0.000167,16.556007,-0.461924,0.108456,8.153401,-0.296851,-3.146087,16.515787,-1.041136,-9.487567,-0.098809,-0.887909,0.554236,8.153401,-0.296851,-3.146087,16.515787,-1.041136,-9.487567,-0.098809,-0.887909,0.554236,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8,0.637668,0.758109,-0.803782,0.654962,0.609725,-1.247855,-0.394435,0.319034,0.143533,-0.205777,-0.383758,-2.726695,0.323867,2.572110,0.589487,0.040000,0.039840,1.290090,2.175164,-2.175120,0.271100,-0.281078,-2.610001,-0.907950,0.001169,0.000264,15.146648,-0.001550,0.002074,5.379011,-7.138251,0.000048,18.941408,-0.288908,0.195137,10.443094,-5.689658,5.506491,18.798689,-0.892772,-4.371073,-0.072644,-0.405780,0.509758,10.443094,-5.689658,5.506491,18.798689,-0.892772,-4.371073,-0.072644,-0.405780,0.509758,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
9,0.721230,0.794591,-0.702958,0.678232,0.521143,-1.226896,-0.422731,0.346863,0.169455,-0.162150,-0.424639,-2.721550,0.307177,2.520135,0.570143,0.039989,0.039885,1.131924,2.175005,-1.702591,0.370808,-0.840347,-2.541124,-0.810512,0.000015,0.001683,-20.033157,-0.000715,38.406170,3.148124,10.206997,6.887698,16.600441,-0.147817,0.199852,10.973624,-7.719423,12.657977,18.921871,-0.688521,0.641649,-0.054867,-0.149312,0.320864,10.973624,-7.719423,12.657977,18.921871,-0.688521,0.641649,-0.054867,-0.149312,0.320864,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
10,0.789404,0.922559,-0.607832,0.678624,0.419776,-1.189538,-0.430766,0.391151,0.188354,-0.118511,-0.450920,-2.716172,0.280538,2.483083,0.555836,0.039992,0.039951,0.657873,2.175005,-0.796751,0.331783,-1.299519,-1.418253,-0.598112,0.000445,0.001848,-17.257578,-0.000119,41.261120,-1.162377,12.841535,45.594799,12.075633,-0.162353,0.117400,13.843469,-6.091455,15.737049,18.470503,-1.039104,2.979611,-0.073148,-0.180092,0.099633,13.843469,-6.091455,15.737049,18.470503,-1.039104,2.979611,-0.073148,-0.180092,0.099633,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
11,0.790024,1.192665,-0.543384,0.618969,0.322797,-1.179813,-0.449246,0.455846,0.196116,-0.074894,-0.457191,-2.711297,0.245773,2.463306,0.543226,0.040000,0.040000,0.274648,2.175005,0.036439,0.312752,-1.646997,-0.754466,-0.535061,0.001335,0.003221,0.194693,-0.000334,24.779869,-0.478578,20.609165,27.865528,10.543537,-0.076340,0.198989,15.076419,1.222412,15.585453,15.782062,-0.738419,2.192503,-0.059252,-0.199110,-0.096106,15.076419,1.222412,15.585453,15.782062,-0.738419,2.192503,-0.059252,-0.199110,-0.096106,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12,0.685592,1.442037,-0.573553,0.533052,0.201669,-1.067144,-0.449673,0.511950,0.197574,-0.031321,-0.449009,-2.708497,0.202388,2.468079,0.534664,0.040000,0.040000,0.080820,2.175005,0.577496,0.186294,-2.103634,0.443803,-0.374584,0.003786,0.005765,9.112237,0.000072,9.567192,-1.182324,21.218704,14.157605,5.866718,0.142333,0.105451,11.704966,7.709570,11.462948,12.501845,-0.632933,2.004747,-0.073416,-0.236316,-0.471070,11.704966,7.709570,11.462948,12.501845,-0.632933,2.004747,-0.073416,-0.236316,-0.471070,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13,0.518933,1.659073,-0.624582,0.434581,0.055603,-0.966721,-0.433563,0.530125,0.192614,0.012215,-0.429127,-2.707992,0.151089,2.490922,0.531447,0.040000,0.040000,-0.162586,2.175001,0.997044,0.069456,-2.571255,1.117653,-0.146041,0.005645,0.007686,15.708362,-0.000024,-6.554091,-0.533219,3.005004,-9.572136,1.866463,0.157242,0.056844,6.437289,12.906823,5.921391,8.925891,-1.535703,1.167394,-0.041914,-0.407213,-0.711745,6.437289,12.906823,5.921391,8.925891,-1.535703,1.167394,-0.041914,-0.407213,-0.711745,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
14,0.339867,1.769848,-0.654238,0.397202,-0.116976,-0.786968,-0.357442,0.489585,0.180853,0.055748,-0.399678,-2.710860,0.099091,2.535188,0.541441,0.040000,0.040000,-0.442365,2.175002,1.340785,-0.092282,-2.607079,2.101632,0.425418,0.006232,0.006187,20.536169,-0.000143,-19.218481,1.847265,-0.530171,-26.488209,-9.959608,0.079353,-0.286345,1.273389,13.855192,0.833627,8.267878,-4.284445,1.058044,-0.056170,-0.543828,-0.905049,1.273389,13.855192,0.833627,8.267878,-4.284445,1.058044,-0.056170,-0.543828,-0.905049,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
15,0.124371,1.818758,-0.633462,0.440900,-0.301059,-0.586394,-0.156740,0.342005,0.157612,0.099308,-0.358660,-2.714456,0.047008,2.587249,0.580798,0.040000,0.040000,-1.011478,2.175006,1.851494,-0.118571,-2.598132,2.608418,1.659595,0.003723,0.003625,25.267303,0.000048,-30.146503,1.599793,-0.025964,-0.048661,-37.369049,-0.202461,-0.336870,-3.489884,12.328095,-3.650621,10.393547,-7.492881,4.176828,-0.118802,-0.574724,-0.699360,-3.489884,12.328095,-3.650621,10.393547,-7.492881,4.176828,-0.118802,-0.574724,-0.699360,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16,-0.146183,1.620873,-0.653445,0.612236,-0.459132,-0.304694,0.172722,-0.041175,0.128355,0.142929,-0.315155,-2.715530,-0.005025,2.639440,0.632998,0.035897,0.035895,-1.586313,2.175014,2.166191,0.084090,-2.594528,2.605350,2.605877,-0.198010,-0.198256,-11.896860,-0.014114,-0.875330,9.767708,0.032282,0.030541,-0.015140,-0.137562,-0.139645,-11.472840,0.924760,-7.883826,16.982925,-9.663240,11.284856,7.212893,-56.242142,-56.218597,-11.472840,0.924760,-7.883826,16.982925,-9.663240,11.284856,7.212893,-56.242142,-56.218597,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
17,-0.788492,0.908136,-1.143334,1.030361,-0.129947,0.097823,0.485701,-0.728459,0.092087,0.184913,-0.274172,-2.709894,-0.040592,2.685619,0.685096,0.031785,0.031990,-1.806250,1.965873,1.734861,0.604692,-1.419984,1.406396,2.621604,-0.199326,-0.207385,2.966452,-5.093908,-30.676819,21.579197,53.181805,-13.242102,1.186562,-0.082274,-0.866541,-33.055130,-30.383205,-30.412777,31.967119,4.715850,12.000000,12.000000,-47.832909,-47.804962,-33.055130,-30.383205,-30.412777,31.967119,4.715850,27.690863,15.541327,-47.832909,-47.804962,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
18,-1.092348,-1.185355,-1.350845,1.290624,-0.211091,0.004129,1.276684,-1.581993,0.055056,0.210327,-0.247316,-2.701987,-0.070311,2.732191,0.727998,0.028581,0.031558,-1.854478,0.591582,0.968327,0.442065,-1.521486,1.323518,0.615668,-0.103403,0.100268,-1.918828,-70.913254,-29.346006,-19.285606,41.293587,1.650417,-131.006226,7.058589,-10.272808,-42.256092,-87.000000,-38.344769,40.720337,3.817198,12.000000,12.000000,-42.271095,-81.528946,-42.256092,-114.216774,-38.344769,40.720337,3.817198,21.170776,45.917797,-42.271095,-81.528946,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
19,-0.626667,-1.356991,-1.193706,1.661959,-0.094501,-0.057281,1.203477,-1.338877,0.033277,0.212825,-0.247403,-2.694592,-0.078986,2.775656,0.776564,0.028032,0.031457,-0.736244,-0.218603,-0.673758,0.614324,-0.295069,2.611030,2.610001,0.048678,-0.014053,14.164734,-39.205067,-44.269913,16.825155,21.173679,41.417503,-0.731611,-15.818873,-6.541160,-24.879391,-87.000000,-27.362947,55.815228,4.334819,11.822682,12.000000,-76.583206,-69.468727,-24.879391,-117.559128,-27.362947,55.815228,4.334819,11.822682,36.892738,-76.583206,-69.468727,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
20,-0.684039,-1.629082,-0.564279,1.995016,-0.200576,0.046679,1.926954,-1.455723,-0.008479,0.200924,-0.233846,-2.674320,-0.093011,2.824370,0.828613,0.028329,0.031068,-2.124501,-0.873401,0.675582,1.476925,-0.811949,2.380276,2.610003,0.070734,0.014345,0.910401,-31.804884,-0.488198,41.304363,5.704206,-20.144320,0.000048,5.775854,-4.357838,-19.863655,-87.000000,-6.006989,65.672829,2.255331,10.457349,12.000000,-57.856796,-67.991333,-19.863655,-125.134155,-6.006989,65.672829,2.255331,10.457349,61.704567,-57.856796,-67.991333,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21,-0.729979,-1.599231,-0.231151,2.507195,0.212071,0.351253,2.405705,-1.473410,-0.053149,0.178431,-0.209544,-2.636310,-0.048895,2.867883,0.874187,0.028658,0.030905,-2.175278,-1.456110,1.286869,2.174130,2.609244,2.112890,2.610000,0.066666,0.038995,-0.027561,-30.392063,12.704420,0.709891,20.419645,125.190735,72.071709,-0.068565,1.698981,-18.025446,-87.000000,3.930933,79.437454,4.894404,12.000000,12.000000,-63.770767,-63.984318,-18.025446,-120.139206,3.930933,79.437454,4.894404,25.853251,80.097359,-63.770767,-63.984318,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
22,-0.844989,-1.649312,-0.207598,2.395810,0.555627,0.691434,2.587569,-1.341062,-0.097284,0.142526,-0.180221,-2.593149,0.003854,2.912167,0.926226,0.028668,0.031115,-2.174377,-2.175021,1.490734,2.174685,2.608877,1.923844,2.609999,0.070395,0.036660,0.143528,-27.333557,7.954061,0.066757,-0.579643,30.889107,-0.000358,-1.391187,0.088847,-19.072672,-87.000000,1.673345,71.509804,12.000000,12.000000,12.000000,-65.725594,-65.663139,-19.072672,-116.861603,1.673345,71.509804,13.572012,33.009125,80.321999,-65.725594,-65.663139,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
23,-0.494483,-1.510385,0.028128,2.472459,1.043003,0.614888,2.504255,-1.291479,-0.142714,0.100111,-0.145058,-2.549804,0.056410,2.964275,0.978429,0.028580,0.031209,-2.175619,-2.174615,1.755852,2.175017,2.608635,2.611250,2.610002,0.075368,0.038831,0.027585,-0.021482,11.577690,0.074816,0.075412,3.241205,0.000000,0.059701,0.139289,-1.468768,-87.000000,7.619127,71.121986,12.000000,12.000000,12.000000,-64.777527,-66.019348,-1.468768,-106.950127,7.619127,71.121986,28.872837,22.186041,72.824242,-64.777527,-66.019348,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
24,0.204904,-1.624079,0.595533,2.529483,1.160499,0.610957,2.343275,-0.857345,-0.183561,0.057421,-0.106236,-2.506351,0.108859,3.016466,1.030622,0.028695,0.031070,-1.487641,-2.176602,1.646316,2.175800,2.615653,2.611010,2.610002,0.089808,0.023406,52.413715,-0.000811,-25.577032,0.017524,-0.017905,-0.003529,-0.000143,-0.042544,-0.110643,29.488838,-87.000000,26.180313,69.922867,12.000000,12.000000,12.000000,-66.284897,-64.746384,29.488838,-108.077309,26.180313,69.922867,29.345936,17.724497,62.208851,-66.284897,-64.746384,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
25,1.164228,-1.841882,1.111285,2.427078,1.012793,0.760596,2.029713,0.018777,-0.173013,0.014626,-0.103227,-2.462833,0.161285,3.068650,1.082794,0.032212,0.034342,1.020010,-2.177254,0.179706,2.176594,2.611809,2.606733,2.605364,0.198748,0.148241,27.146769,0.038981,26.371271,-0.097513,0.565100,-0.274634,-0.182223,0.320397,-3.288707,58.137100,-87.000000,53.084320,62.340492,12.000000,12.000000,12.000000,-0.101301,-3.639874,58.137100,-113.367805,53.084320,62.340492,19.280807,19.540873,45.502659,-0.101301,-3.639874,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26,2.132611,-2.285496,2.006628,2.152701,-0.032913,1.055152,1.716055,1.058913,-0.159104,-0.028316,-0.082461,-2.419208,0.157929,3.120785,1.133157,0.035997,0.036424,0.198308,-2.178081,2.163056,2.175321,-1.314364,2.610597,2.610004,0.163014,0.080857,53.840782,-0.084996,-0.765538,-0.169063,-201.229935,0.059199,115.276299,-2.038887,-3.705751,87.000000,-87.000000,79.270836,47.881264,-12.000000,12.000000,12.000000,-6.670597,-2.970661,99.946983,-127.682404,79.270836,47.881264,-17.345381,27.148369,33.523903,-6.670597,-2.970661,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27,0.086354,-2.414608,0.295970,0.773224,-0.515111,1.988298,1.757909,1.191527,-0.143240,-0.071433,-0.052175,-2.381969,0.107448,3.172989,1.184487,0.037585,0.037728,0.986895,-2.175249,1.432276,1.662265,-2.357980,2.610002,2.392925,0.067317,0.052909,12.939781,-0.001836,-5.143940,-25.075186,-8.143830,-0.000095,5.979609,-0.915974,-1.383254,12.215830,-87.000000,11.224968,-9.575344,-12.000000,12.000000,12.000000,-1.352773,-0.974730,12.215830,-129.413925,11.224968,-9.575344,-22.143429,60.300789,27.565382,-1.352773,-0.974730,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
28,-1.464306,-2.286815,-0.987739,0.191533,0.351629,2.355912,2.283984,0.825026,-0.141766,-0.114800,-0.010616,-2.362272,0.104844,3.225197,1.231450,0.038449,0.038774,-0.116992,-2.175486,1.884933,0.511095,0.491215,2.610002,2.293039,0.033658,0.042459,-14.810925,0.005555,-28.753757,-53.799866,23.401022,-0.000167,83.927467,-1.592664,-0.772280,-47.426994,-87.000000,-45.704132,-31.794737,4.940259,12.000000,12.000000,-1.148860,-1.617957,-47.426994,-120.842804,-45.704132,-31.794737,4.940259,70.828979,48.313316,-1.148860,-1.617957,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
29,-1.680833,-2.194270,-1.410002,0.531097,0.848359,2.553628,2.380128,0.545193,-0.130810,-0.158203,0.006853,-2.362180,0.152749,3.277411,1.283233,0.038898,0.039633,0.396916,-2.173976,0.499524,-0.269871,2.606144,2.610001,2.528277,0.020412,0.039584,-30.194670,0.019836,-19.041592,-37.187664,60.024452,-0.000930,-8.172417,-0.643508,0.465312,-59.147015,-87.000000,-59.190655,-15.135940,12.000000,12.000000,12.000000,-0.067021,-1.894181,-59.147015,-113.674507,-59.190655,-15.135940,15.742923,74.560913,43.455799,-0.067021,-1.894181,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
30,-1.587560,-2.252925,-1.462312,0.909261,1.025769,2.753769,2.543568,0.449947,-0.120417,-0.201554,0.003688,-2.372291,0.202170,3.327131,1.335437,0.039247,0.040000,0.203677,-2.169593,-0.450926,-0.532565,1.934705,2.219723,2.610001,0.017370,0.020177,-40.122837,0.005341,-13.597017,-15.898681,18.770683,-4.050732,-0.000048,-0.416705,-1.171617,-55.959091,-87.000000,-57.785007,2.378979,12.000000,12.000000,12.000000,-0.353684,-3.182346,-55.959091,-112.568100,-57.785007,2.378979,19.843876,79.878677,45.836781,-0.353684,-3.182346,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
31,-1.609624,-2.289537,-1.393388,1.356642,1.211701,2.933637,2.645956,0.395032,-0.131308,-0.244719,-0.001721,-2.383373,0.247831,3.370439,1.387654,0.039492,0.040000,-1.048125,-2.143783,-0.441092,-0.311964,1.397214,1.572206,2.610002,0.013078,0.018553,-37.806892,-0.353312,-18.493473,5.018029,13.057518,4.350698,0.000095,-0.358111,-0.400615,-51.832733,-87.000000,-54.827705,21.166441,12.000000,12.000000,12.000000,-0.441949,-2.255893,-51.832733,-110.687508,-54.827705,21.166441,25.393728,86.297997,45.754562,-0.441949,-2.255893,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
32,-1.717536,-2.343652,-1.202824,1.850703,1.419889,3.074861,2.668757,0.347137,-0.166997,-0.287544,-0.006380,-2.386139,0.290237,3.406816,1.439859,0.039674,0.040000,-1.916826,-2.116610,-0.692914,0.354329,1.179276,0.945646,2.609462,0.010358,0.020215,-4.375148,-0.178552,-43.398552,27.983833,17.857922,-1.501513,-0.005317,-0.283934,-0.151740,-49.354507,-87.000000,-46.883621,39.834312,12.000000,12.000000,12.000000,-0.509764,-2.173243,-49.354507,-109.510887,-46.883621,39.834312,31.282108,90.994606,42.491699,-0.509764,-2.173243,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
33,-1.828806,-2.452802,-0.966171,2.242516,1.589559,3.172272,2.712085,0.341544,-0.206991,-0.329710,-0.024585,-2.372900,0.334160,3.438089,1.492051,0.039831,0.040000,-2.030177,-2.098660,-1.313895,1.291235,1.463970,0.571815,2.609085,0.008838,0.023179,-2.732515,-1.378608,-31.875641,42.328018,16.973209,-5.091858,-0.000811,-0.141996,0.315774,-50.193214,-87.000000,-33.562035,51.979267,12.000000,12.000000,12.000000,-0.541030,-2.002103,-50.193214,-110.593529,-33.562035,51.979267,33.458389,93.537354,40.050583,-0.541030,-2.002103,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
