Timestep,agent_joint_pos_J1,agent_joint_pos_J2,agent_joint_pos_J3,agent_joint_pos_J4,agent_joint_pos_J5,agent_joint_pos_J6,agent_joint_pos_J7,agent_joint_pos_J8,joint_pos_J1,joint_pos_J2,joint_pos_J3,joint_pos_J4,joint_pos_J5,joint_pos_J6,joint_pos_J7,joint_pos_J8,joint_pos_J9,joint_vel_J1,joint_vel_J2,joint_vel_J3,joint_vel_J4,joint_vel_J5,joint_vel_J6,joint_vel_J7,joint_vel_J8,joint_vel_J9,joint_acc_J1,joint_acc_J2,joint_acc_J3,joint_acc_J4,joint_acc_J5,joint_acc_J6,joint_acc_J7,joint_acc_J8,joint_acc_J9,joint_applied_torque_J1,joint_applied_torque_J2,joint_applied_torque_J3,joint_applied_torque_J4,joint_applied_torque_J5,joint_applied_torque_J6,joint_applied_torque_J7,joint_applied_torque_J8,joint_applied_torque_J9,joint_computed_torque_J1,joint_computed_torque_J2,joint_computed_torque_J3,joint_computed_torque_J4,joint_computed_torque_J5,joint_computed_torque_J6,joint_computed_torque_J7,joint_computed_torque_J8,joint_computed_torque_J9,joint_effort_limits_J1,joint_effort_limits_J2,joint_effort_limits_J3,joint_effort_limits_J4,joint_effort_limits_J5,joint_effort_limits_J6,joint_effort_limits_J7,joint_effort_limits_J8,joint_effort_limits_J9,joint_effort_target_J1,joint_effort_target_J2,joint_effort_target_J3,joint_effort_target_J4,joint_effort_target_J5,joint_effort_target_J6,joint_effort_target_J7,joint_effort_target_J8,joint_effort_target_J9
68,0.182576,-4.010679,-0.861199,-1.452656,-0.405268,2.037663,-0.512005,2.199209,-0.160441,-1.762800,-0.687082,-3.071801,-0.232466,3.752500,0.713421,0.040000,0.040000,1.289028,0.000515,2.175004,0.000338,0.389996,-0.000296,-2.606811,0.008323,0.009740,28.898788,-0.137025,-0.002217,-0.069680,50.913628,-0.029294,-0.825310,-0.494837,-0.651498,17.054234,-64.930687,13.506855,-37.166061,2.962559,12.000000,-9.967585,-1.327163,-1.625484,17.054234,-64.930687,13.506855,-37.166061,2.962559,24.266521,-9.967585,-1.327163,-1.625484,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
69,0.221629,-3.898285,-0.826568,-1.440042,-0.519711,2.066532,-0.604210,2.204146,-0.129344,-1.762800,-0.645956,-3.071800,-0.235969,3.752500,0.661208,0.040000,0.040000,1.823568,-0.000000,2.171902,-0.000035,-0.235779,0.000000,-2.610002,0.007885,0.007997,25.060535,0.000024,0.289416,0.001840,-15.735880,0.000545,0.000000,0.157902,0.225476,14.272820,-60.427441,11.586512,-36.657578,-1.847022,12.000000,-9.433458,-0.630569,-0.574257,14.272820,-60.427441,11.586512,-36.657578,-1.847022,25.421278,-9.433458,-0.630569,-0.574257,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
70,0.240209,-3.870527,-0.760574,-1.431587,-0.564274,2.064970,-0.602110,2.223478,-0.088839,-1.762800,-0.604663,-3.071800,-0.248382,3.752500,0.609000,0.040000,0.040000,2.175000,0.000000,2.173418,-0.000025,-0.556444,-0.000031,-2.610001,0.009753,0.010100,12.610102,0.000272,0.219917,0.001898,-3.644609,-0.002499,0.000167,0.128620,0.177185,10.217681,-59.317093,10.919737,-36.319328,-1.170457,12.000000,-5.172606,-0.846679,-0.832779,10.217681,-59.317093,10.919737,-36.319328,-1.170457,25.358835,-5.172606,-0.846679,-0.832779,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
71,0.249399,-3.842309,-0.692743,-1.423732,-0.607357,2.066017,-0.577617,2.233690,-0.045435,-1.762800,-0.563543,-3.071800,-0.265802,3.752500,0.559081,0.040000,0.040000,2.174956,0.000037,2.174277,-0.000024,-0.717966,-0.000006,-2.165272,0.011167,0.010526,-0.006413,0.003708,0.204682,0.000649,1.129001,0.014698,44.265533,0.107650,0.082883,6.646472,-58.188370,10.333211,-36.005184,-0.832490,12.000000,-0.028507,-1.009081,-0.969753,6.646472,-58.188370,10.333211,-36.005184,-0.832490,25.401251,-0.028507,-1.009081,-0.969753,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
72,0.257249,-3.824502,-0.644076,-1.419861,-0.626158,2.064017,-0.529695,2.233156,-0.002084,-1.762800,-0.522154,-3.071801,-0.283509,3.752500,0.531325,0.040000,0.040000,2.174852,0.000091,2.175002,0.000006,-0.634363,-0.000001,-1.121016,0.007910,0.007002,-0.012398,0.007573,0.041151,0.003079,10.585851,0.000442,24.678802,-0.195581,-0.192495,3.490471,-57.476135,8.967460,-35.850368,-0.088213,12.000000,0.069174,-0.986607,-0.892709,3.490471,-57.476135,8.967460,-35.850368,-0.088213,25.320667,0.069174,-0.986607,-0.892709,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
73,0.238580,-3.796944,-0.591929,-1.423353,-0.644234,2.057980,-0.469121,2.227631,0.041077,-1.762800,-0.480764,-3.071801,-0.299187,3.752500,0.522806,0.040000,0.040000,2.165719,0.000109,2.175003,0.000011,-0.504949,-0.000001,-0.331753,0.005589,0.005122,-0.719404,0.007708,0.000143,0.004437,11.474877,-0.000098,7.402301,-0.144111,-0.101626,-0.710852,-56.373882,7.738400,-35.989918,0.048327,12.000000,0.021619,-0.703029,-0.613818,-0.710852,-56.373882,7.738400,-35.989918,0.048327,25.079136,0.021619,-0.703029,-0.613818,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
74,0.217563,-3.768362,-0.536792,-1.424262,-0.669739,2.050222,-0.401015,2.217381,0.082689,-1.762801,-0.439741,-3.071801,-0.313947,3.752500,0.528514,0.040000,0.040000,2.030054,0.000513,2.175000,0.000054,-0.428726,-0.000000,0.240257,0.004770,0.004489,-8.015704,0.035275,0.040889,0.010723,10.275465,-0.000012,-6.488445,-0.063153,-0.024973,-4.717072,-55.231106,6.647056,-36.026169,-0.121240,12.000000,-0.040627,-0.540122,-0.473872,-4.717072,-55.231106,6.647056,-36.026169,-0.121240,24.768848,-0.040627,-0.540122,-0.473872,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
75,0.203684,-3.750743,-0.488497,-1.420486,-0.691334,2.039322,-0.324823,2.201117,0.120064,-1.762801,-0.399384,-3.071802,-0.328362,3.752500,0.545028,0.040000,0.040000,1.752688,0.000074,2.102625,0.000077,-0.434606,-0.000000,0.677378,0.003725,0.004061,-15.207195,-0.000557,-5.171537,0.000522,3.840306,-0.000030,-15.738505,-0.073550,-0.007056,-7.636405,-54.525955,5.396966,-35.875664,-0.056262,12.000000,-0.041734,-0.446014,-0.413143,-7.636405,-54.525955,5.396966,-35.875664,-0.056262,24.332829,-0.041734,-0.446014,-0.413143,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
76,0.193633,-3.739714,-0.446753,-1.412892,-0.707289,2.025153,-0.240820,2.176458,0.150792,-1.762801,-0.360874,-3.071802,-0.342388,3.752500,0.569975,0.040000,0.040000,1.374792,0.000063,1.975692,0.000089,-0.398371,0.000000,1.022297,0.002570,0.003449,-19.711494,-0.000625,-7.590234,0.000412,5.486822,0.000003,-23.446215,-0.065322,-0.009352,-9.451094,-54.084759,4.312140,-35.571835,0.372965,12.000000,-0.059880,-0.322328,-0.354213,-9.451094,-54.084759,4.312140,-35.571835,0.372965,23.766117,-0.059880,-0.322328,-0.354213,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
77,0.185536,-3.731559,-0.410967,-1.402293,-0.718070,2.009103,-0.151942,2.144987,0.173328,-1.762800,-0.325050,-3.071802,-0.354956,3.752500,0.601356,0.040000,0.040000,0.940948,0.000053,1.816648,0.000101,-0.312306,-0.000000,1.285960,0.001476,0.002671,-22.041130,-0.000755,-9.132565,-0.000129,6.531671,-0.000022,-29.276335,-0.049851,-0.008861,-10.274457,-53.758537,3.337872,-35.147942,0.711976,12.000000,-0.069880,-0.197464,-0.275943,-10.274457,-53.758537,3.337872,-35.147942,0.711976,23.124104,-0.069880,-0.197464,-0.275943,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
78,0.177742,-3.725479,-0.381570,-1.389497,-0.723695,1.991970,-0.062173,2.109361,0.186965,-1.762800,-0.292448,-3.071802,-0.365256,3.752500,0.637196,0.040000,0.040000,0.490524,0.000042,1.637783,0.000113,-0.195741,-0.000000,1.468203,0.000573,0.001873,-22.428802,-0.000809,-10.049259,-0.000678,6.654164,0.000008,-33.285809,-0.028953,-0.005704,-10.250181,-53.515301,2.451074,-34.636139,0.944982,12.000000,-0.074543,-0.086302,-0.193042,-10.250181,-53.515301,2.451074,-34.636139,0.944982,22.438755,-0.074543,-0.086302,-0.193042,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
79,0.168699,-3.720989,-0.358394,-1.375272,-0.725037,1.974382,0.024535,2.071884,0.191721,-1.762800,-0.263394,-3.071802,-0.372922,3.752500,0.675523,0.039992,0.040000,0.056352,0.000033,1.448514,0.000123,-0.069756,-0.000000,1.568953,-0.000024,0.001168,-21.219612,-0.000750,-10.428691,-0.001141,6.055049,-0.000002,-35.492397,-0.002782,-0.001695,-9.559286,-53.335686,1.651232,-34.067177,1.082398,12.000000,-0.074583,0.006108,-0.118480,-9.559286,-53.335686,1.651232,-34.067177,1.082398,21.735249,-0.074583,0.006108,-0.118480,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
80,0.157094,-3.717732,-0.340389,-1.360269,-0.723333,1.957092,0.104774,2.034508,0.188193,-1.762800,-0.238025,-3.071802,-0.377974,3.752500,0.714456,0.039978,0.040000,-0.336490,0.000025,1.258036,0.000130,0.049235,-0.000000,1.591836,-0.000224,0.000635,-18.822474,-0.000634,-10.290968,-0.001415,5.023181,-0.000018,-35.981857,0.020482,0.002702,-8.397116,-53.205364,0.961329,-33.467087,1.139046,12.000000,-0.070489,0.073991,-0.060767,-8.397116,-53.205364,0.961329,-33.467087,1.139046,21.043644,-0.070489,0.073991,-0.060767,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
81,0.142433,-3.715820,-0.326454,-1.345283,-0.719607,1.940839,0.175896,1.999032,0.177402,-1.762800,-0.216294,-3.071803,-0.380678,3.752500,0.752296,0.039965,0.040000,-0.670546,0.000018,1.075183,0.000135,0.151924,0.000000,1.544526,-0.000181,0.000288,-15.638500,-0.000510,-9.700871,-0.001490,3.803254,0.000002,-34.919312,0.030986,0.005119,-6.935537,-53.128887,0.390955,-32.867668,1.133934,12.000000,-0.062558,0.108609,-0.023674,-6.935537,-53.128887,0.390955,-32.867668,1.133934,20.393543,-0.062558,0.108609,-0.023674,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
82,0.124920,-3.715405,-0.315847,-1.331365,-0.714245,1.926293,0.236298,1.967094,0.160645,-1.762800,-0.197981,-3.071802,-0.381381,3.752500,0.787632,0.039956,0.040000,-0.935396,0.000012,0.907243,0.000137,0.237005,-0.000000,1.439298,-0.000025,0.000116,-12.034697,-0.000383,-8.797431,-0.001561,2.585349,0.000010,-32.567226,0.032490,0.006334,-5.316819,-53.112247,-0.075976,-32.310963,1.090453,12.000000,-0.051144,0.117150,-0.005279,-5.316819,-53.112247,-0.075976,-32.310963,1.090453,19.811726,-0.051144,0.117150,-0.005279,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
83,0.105301,-3.716120,-0.307519,-1.319607,-0.707743,1.914206,0.284720,1.939999,0.139362,-1.762800,-0.182743,-3.071802,-0.380447,3.752500,0.819314,0.039952,0.040000,-1.126507,0.000008,0.759294,0.000138,0.304139,0.000001,1.286770,0.000159,0.000084,-8.298004,-0.000251,-7.693261,-0.001558,1.415801,0.000066,-29.160999,0.028263,0.006453,-3.651459,-53.140842,-0.445235,-31.840633,1.020632,12.000000,-0.037011,0.107194,-0.001955,-3.651459,-53.140842,-0.445235,-31.840633,1.020632,19.328213,-0.037011,0.107194,-0.001955,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
84,0.084383,-3.717589,-0.300523,-1.310694,-0.700557,1.905061,0.320775,1.918495,0.115032,-1.762800,-0.170157,-3.071802,-0.378243,3.752500,0.846505,0.039953,0.040000,-1.244339,-0.000000,0.634276,0.000137,0.353847,-0.000004,1.100024,0.000321,0.000138,-4.664874,-0.000007,-6.493908,-0.001368,0.333792,0.000351,-24.991535,0.021344,0.005631,-2.032520,-53.199547,-0.726064,-31.484081,0.935226,12.000000,-0.021056,0.086199,-0.008183,-2.032520,-53.199547,-0.726064,-31.484081,0.935226,18.962433,-0.021056,0.086199,-0.008183,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
85,0.062797,-3.719578,-0.294048,-1.304899,-0.693297,1.898852,0.344968,1.902709,0.089076,-1.762800,-0.159767,-3.071802,-0.375145,3.752500,0.868725,0.039959,0.040000,-1.293691,-0.000000,0.532810,0.000135,0.385608,-0.000003,0.893894,0.000432,0.000233,-1.328647,-0.000003,-5.288053,-0.001398,-0.632644,0.000062,-20.392317,0.013924,0.004453,-0.540175,-53.279106,-0.927588,-31.252291,0.842799,12.000000,-0.004387,0.060571,-0.018816,-0.540175,-53.279106,-0.927588,-31.252291,0.842799,18.714083,-0.004387,0.060571,-0.018816,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
86,0.041154,-3.721894,-0.287537,-1.302145,-0.686490,1.895251,0.358576,1.892258,0.062786,-1.762800,-0.151119,-3.071802,-0.371533,3.752500,0.885863,0.039967,0.040000,-1.282424,0.000000,0.453946,0.000132,0.400071,-0.000003,0.683603,0.000481,0.000330,1.574540,0.000002,-4.146227,-0.001206,-1.432356,0.000047,-15.702921,0.007481,0.003326,0.766951,-53.371742,-1.063273,-31.142220,0.752215,12.000000,0.011989,0.035465,-0.029685,0.766951,-53.371742,-1.063273,-31.142220,0.752215,18.570019,0.011989,0.035465,-0.029685,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
87,0.020034,-3.724339,-0.280663,-1.302082,-0.680612,1.893751,0.363365,1.886448,0.037273,-1.762800,-0.143795,-3.071801,-0.367765,3.752500,0.898135,0.039975,0.040000,-1.220404,-0.000000,0.395416,0.000129,0.398563,-0.000003,0.482682,0.000470,0.000405,3.962231,-0.000002,-3.119245,-0.000977,-2.018049,0.000013,-11.222672,0.002613,0.002455,1.851695,-53.469543,-1.148125,-31.139679,0.670694,12.000000,0.027258,0.014422,-0.038059,1.851695,-53.469543,-1.148125,-31.139679,0.670694,18.510010,0.027258,0.014422,-0.038059,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
88,0.000077,-3.726813,-0.273443,-1.304259,-0.676090,1.893800,0.361479,1.884562,0.013442,-1.762800,-0.137431,-3.071801,-0.364176,3.752500,0.906041,0.039984,0.040000,-1.118457,0.000000,0.353687,0.000125,0.382409,-0.000003,0.302709,0.000405,0.000444,5.802464,0.000006,-2.255860,-0.000766,-2.382088,-0.000041,-7.213780,-0.000844,0.001770,2.700899,-53.568504,-1.202121,-31.226803,0.604092,12.000000,0.040649,-0.000582,-0.042647,2.700899,-53.568504,-1.202121,-31.226803,0.604092,18.512011,0.040649,-0.000582,-0.042647,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
89,-0.018310,-3.729122,-0.265840,-1.308087,-0.673264,1.894865,0.354918,1.885725,-0.008025,-1.762800,-0.131738,-3.071801,-0.361061,3.752500,0.910247,0.039992,0.040000,-0.987592,-0.000000,0.325017,0.000122,0.353947,-0.000002,0.150467,0.000301,0.000445,7.096028,-0.000004,-1.564077,-0.000486,-2.510109,0.000079,-3.825819,-0.003092,0.001265,3.311372,-53.660889,-1.235290,-31.379900,0.555236,12.000000,0.051775,-0.008858,-0.043194,3.311372,-53.660889,-1.235290,-31.379900,0.555236,18.554585,0.051775,-0.008858,-0.043194,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
90,-0.034866,-3.731112,-0.257830,-1.312943,-0.672299,1.896500,0.345454,1.889056,-0.026658,-1.762800,-0.126496,-3.071801,-0.358648,3.752500,0.911493,0.039997,0.040000,-0.838391,-0.000000,0.305930,0.000119,0.316349,-0.000002,0.028886,0.000174,0.000412,7.869744,-0.000022,-1.036081,-0.000223,-2.419165,0.000004,-1.123451,-0.004453,0.000844,3.690936,-53.740471,-1.252823,-31.574102,0.525219,12.000000,0.060503,-0.010848,-0.040357,3.690936,-53.740471,-1.252823,-31.574102,0.525219,18.620024,0.060503,-0.010848,-0.040357,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
91,-0.049500,-3.732644,-0.249395,-1.318277,-0.673201,1.898403,0.334565,1.893772,-0.042195,-1.762800,-0.121546,-3.071801,-0.357090,3.752500,0.910522,0.040000,0.040000,-0.680633,-0.000001,0.293458,0.000116,0.273294,-0.000002,-0.062061,0.000036,0.000357,8.167744,-0.000045,-0.652996,0.000034,-2.139258,-0.000008,0.894937,-0.005613,0.000583,3.854937,-53.801785,-1.256480,-31.787477,0.513068,12.000000,0.066838,-0.007742,-0.035140,3.854937,-53.801785,-1.256480,-31.787477,0.513068,18.696108,0.066838,-0.007742,-0.035140,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
92,-0.062259,-3.733600,-0.240546,-1.323642,-0.675853,1.900358,0.323439,1.899195,-0.054553,-1.762800,-0.116782,-3.071801,-0.356460,3.752500,0.908027,0.040000,0.040000,-0.523027,-0.000001,0.285168,0.000114,0.228283,-0.000002,-0.124388,-0.000055,0.000291,8.046717,-0.000018,-0.393033,0.000276,-1.719709,-0.000028,2.276919,-0.003788,0.000409,3.825130,-53.840004,-1.246523,-32.002018,0.516478,12.000000,0.071007,0.001745,-0.028733,3.825130,-53.840004,-1.246523,-32.002018,0.516478,18.774326,0.071007,0.001745,-0.028733,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
93,-0.073178,-3.734002,-0.231385,-1.328699,-0.679994,1.902206,0.312988,1.904788,-0.063814,-1.762800,-0.112140,-3.071801,-0.356757,3.752500,0.904623,0.040000,0.040000,-0.372847,-0.000001,0.279153,0.000112,0.184679,-0.000002,-0.161351,-0.000144,0.000225,7.579231,-0.000021,-0.236699,0.000452,-1.209965,-0.000039,3.094100,-0.005137,0.000253,3.632259,-53.856083,-1.225428,-32.204277,0.533144,12.000000,0.073190,0.009289,-0.022213,3.632259,-53.856083,-1.225428,-32.204277,0.533144,18.848234,0.073190,0.009289,-0.022213,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
94,-0.082433,-3.733893,-0.222070,-1.333241,-0.685217,1.903828,0.303923,1.910102,-0.070188,-1.762800,-0.107588,-3.071801,-0.357904,3.752500,0.900841,0.039999,0.040000,-0.235940,-0.000001,0.273965,0.000111,0.145852,-0.000002,-0.176485,-0.000235,0.000164,6.835419,-0.000029,-0.170743,0.000590,-0.659229,0.000011,3.427899,-0.006087,0.000112,3.307460,-53.851704,-1.196954,-32.385983,0.560800,12.000000,0.073732,0.017450,-0.016327,3.307460,-53.851704,-1.196954,-32.385983,0.560800,18.913124,0.073732,0.017450,-0.016327,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
95,-0.090213,-3.733280,-0.212753,-1.337112,-0.691158,1.905145,0.296724,1.914777,-0.073987,-1.762800,-0.103119,-3.071801,-0.359774,3.752500,0.897114,0.039998,0.040000,-0.116682,-0.000002,0.268392,0.000111,0.113712,-0.000002,-0.173739,-0.000303,0.000115,5.891971,-0.000031,-0.176579,0.000679,-0.118837,-0.000020,3.366187,-0.005846,-0.000059,2.884891,-53.827175,-1.163050,-32.540756,0.595786,12.000000,0.072903,0.026540,-0.011513,2.884891,-53.827175,-1.163050,-32.540756,0.595786,18.965784,0.072903,0.026540,-0.011513,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
96,-0.096660,-3.732233,-0.203617,-1.340205,-0.697477,1.906094,0.291678,1.918552,-0.075595,-1.762800,-0.098750,-3.071802,-0.362212,3.752500,0.893782,0.039995,0.040000,-0.017827,-0.000002,0.261566,0.000111,0.089236,-0.000002,-0.157092,-0.000339,0.000077,4.829445,-0.000040,-0.235447,0.000722,0.370727,-0.000010,2.996357,-0.005229,-0.000180,2.401281,-53.785316,-1.126372,-32.664505,0.634782,12.000000,0.070997,0.035618,-0.007882,2.401281,-53.785316,-1.126372,-32.664505,0.634782,19.003759,0.070997,0.035618,-0.007882,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
97,-0.101922,-3.730860,-0.194846,-1.342479,-0.703848,1.906634,0.288913,1.921260,-0.075434,-1.762800,-0.094509,-3.071802,-0.365049,3.752500,0.891093,0.039991,0.040000,0.059403,-0.000002,0.252987,0.000111,0.072875,-0.000001,-0.130298,-0.000353,0.000052,3.723191,-0.000029,-0.327820,0.000708,0.791512,0.000009,2.402072,-0.004750,-0.000174,1.891204,-53.730404,-1.089666,-32.755447,0.675153,12.000000,0.068306,0.044045,-0.005334,1.891204,-53.730404,-1.089666,-32.755447,0.675153,19.025370,0.068306,0.044045,-0.005334,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
98,-0.106161,-3.729269,-0.186612,-1.343945,-0.709990,1.906756,0.288400,1.922827,-0.073938,-1.762800,-0.090433,-3.071802,-0.368117,3.752500,0.889207,0.039987,0.040000,0.115112,-0.000002,0.242419,0.000112,0.064485,-0.000001,-0.096918,-0.000353,0.000036,2.637772,-0.000029,-0.437659,0.000664,1.130967,-0.000017,1.663810,-0.004320,-0.000140,1.384854,-53.666748,-1.055449,-32.814011,0.714548,12.000000,0.065154,0.051633,-0.003706,1.384854,-53.666748,-1.055449,-32.814011,0.714548,19.030251,0.065154,0.051633,-0.003706,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
99,-0.109538,-3.727553,-0.179061,-1.344649,-0.715682,1.906474,0.289978,1.923257,-0.071528,-1.762800,-0.086565,-3.071802,-0.371254,3.752500,0.888205,0.039984,0.040000,0.150495,-0.000003,0.229797,0.000113,0.063254,-0.000001,-0.060261,-0.000344,0.000027,1.625125,-0.000019,-0.554879,0.000595,1.367871,0.000016,0.852704,-0.003705,-0.000060,0.907461,-53.598106,-1.025791,-32.842186,0.751020,12.000000,0.061781,0.058430,-0.002746,0.907461,-53.598106,-1.025791,-32.842186,0.751020,19.018961,0.061781,0.058430,-0.002746,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
100,-0.112203,-3.725807,-0.172298,-1.344669,-0.720765,1.905822,0.293389,1.922625,-0.068591,-1.762800,-0.082943,-3.071802,-0.374323,3.752500,0.888099,0.039981,0.040000,0.167635,-0.000003,0.215302,0.000114,0.068201,-0.000001,-0.023192,-0.000327,0.000023,0.727393,-0.000021,-0.664142,0.000516,1.516070,0.000019,0.033713,-0.002962,-0.000061,0.478849,-53.528271,-1.001678,-32.842976,0.783354,12.000000,0.058441,0.064309,-0.002351,0.478849,-53.528271,-1.001678,-32.842976,0.783354,18.992849,0.058441,0.064309,-0.002351,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
101,-0.114298,-3.724112,-0.166385,-1.344104,-0.725139,1.904854,0.298303,1.921063,-0.065465,-1.762800,-0.079603,-3.071802,-0.377209,3.752500,0.888842,0.039978,0.040000,0.169230,-0.000003,0.199270,0.000116,0.078126,-0.000001,0.011890,-0.000305,0.000022,-0.027637,-0.000016,-0.756179,0.000424,1.579917,-0.000017,-0.740561,-0.002081,0.000062,0.112823,-53.460453,-0.983544,-32.820385,0.810382,12.000000,0.055299,0.069268,-0.002119,0.112823,-53.460453,-0.983544,-32.820385,0.810382,18.954149,0.055299,0.069268,-0.002119,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
